ID,DOM,Area,LP,SP,SqFt,BR,Bth,PB,Gar,GarSp,YrBlt,HOA Fee
40847787,35,3700,800000,680000,1132,3,2,0,Y,2,1955,0
40865679,10,3700,800000,851000,1230,2,2,0,Y,2,1971,0
40924022,20,3700,800000,800000,1232,3,2,0,Y,2,1965,0
40871913,7,3700,800000,835000,1060,3,2,0,Y,2,1969,0
40846239,44,3700,800000,840000,1078,3,2,0,Y,2,1961,0
40872963,14,3700,800000,725000,1427,4,2,0,Y,2,1962,0
ML81758229,7,3700,800000,800000,1176,3,2,0,Y,2,1962,0
ML81774988,11,3700,808000,840000,1050,3,1,1,Y,2,1958,0
40875384,24,3700,809000,780000,1050,3,1,1,Y,2,1957,0
ML81799169,215,3700,809999,810000,1077,4,1,1,Y,2,1954,0
SF480979,21,3700,811100,775000,768,2,2,0,N,0,1914,0
40852477,21,3700,811100,775000,768,2,2,0,Y,3,1914,0
40847822,25,3700,815000,750000,1369,3,1,0,Y,1,1957,0
ML81793309,16,3700,818000,815000,1740,3,2,0,Y,2,1988,435
ML81831654,1,3700,818000,920000,1000,3,1,0,Y,2,1958,0
ME19043246,16,3700,819900,800000,1000,3,1,0,Y,2,1958,0
40870900,18,3700,819900,800000,1000,3,1,0,Y,2,1958,0
40922317,8,3700,819999,850000,1125,3,2,0,N,0,1955,0
40882133,125,3700,820000,820000,884,2,1,0,Y,2,1925,0
40871031,18,3700,825000,825000,1150,3,2,0,Y,2,1958,0
40884147,8,3700,825000,800000,1064,3,1,0,Y,2,1965,0
40946453,10,3700,825000,875000,1065,3,1,0,Y,1,1952,0
40866570,59,3700,825000,795000,1036,3,1,0,Y,2,1959,0
40877303,9,3700,825000,838100,1324,4,2,0,Y,2,1963,0
40886321,19,3700,825000,815000,1201,3,2,0,Y,2,1955,0
40908701,20,3700,825000,851000,1060,3,2,0,Y,2,1969,0
40901521,3,3700,825000,830000,1306,3,2,0,Y,2,1967,0
40853868,10,3700,825000,860000,1156,3,2,0,Y,2,1958,0
40929635,8,3700,825000,1030000,1423,3,2,0,Y,2,1949,0
40866655,75,3700,825000,810000,1150,3,2,0,Y,2,1956,0
ML81860327,13,3700,828000,884000,960,2,1,0,Y,2,1970,0
40930486,3,3700,828800,860000,1291,3,1,0,N,0,1955,0
ML81821464,17,3700,828800,860000,1291,3,1,0,N,0,1955,0
40868572,117,3700,829000,812500,1042,2,2,0,Y,2,1985,125
40863882,8,3700,829000,940000,806,2,1,0,N,0,1908,0
40883811,35,3700,829800,800000,1166,3,2,0,Y,1,1953,0
40879332,15,3700,829888,870000,1240,3,2,0,Y,2,1965,0
40849209,8,3700,829900,850000,1160,3,1,1,Y,2,1955,0
40849322,15,3700,829900,900000,1473,3,2,0,Y,2,1966,0
40928934,4,3700,829950,900000,950,3,1,0,Y,1,1955,0
40855828,6,3700,829950,833000,950,3,1,0,Y,2,1958,0
40859076,61,3700,830000,830000,1523,3,2,0,Y,2,1954,0
40920323,7,3700,835000,910000,1148,3,2,0,Y,2,1960,0
40923255,15,3700,837738,887788,1385,2,2,0,Y,2,1922,0
ML81775515,44,3700,838000,842000,1344,3,2,0,Y,2,1966,0
40888890,45,3700,838000,842000,1344,3,2,0,Y,0,1966,0
40885512,20,3700,839000,820000,1148,3,2,0,Y,2,1961,0
ME18068030,90,3700,839000,800000,1200,3,2,0,Y,2,1961,0
40872868,8,3700,839000,905000,1148,3,2,0,Y,2,1961,0
40948456,8,3700,839000,921000,950,3,1,0,Y,1,1957,0
40869387,16,3700,839000,810000,1158,3,2,0,Y,2,1960,0
ML81744407,8,3700,839000,825000,1582,3,2,1,Y,2,1978,13
40840873,90,3700,839000,800000,1200,3,2,0,Y,2,1961,0
40887886,28,3700,839888,821000,1151,3,2,0,Y,2,1958,0
40883792,58,3700,839900,800000,1159,3,2,0,Y,2,1956,0
40897846,93,3700,839999,799995,1258,3,1,0,N,0,1954,0
40902309,47,3700,843000,805000,1000,3,1,0,Y,2,1958,0
40944136,12,3700,848500,985000,1207,3,2,0,Y,1,1955,0
40853413,35,3700,848800,825000,1067,3,2,0,Y,2,1962,0
40843932,45,3700,848888,805000,1165,2,2,0,N,2,1976,0
SF483346,13,3700,849000,850000,2001,4,2,0,N,0,1959,0
40942160,13,3700,849000,930000,925,3,1,0,Y,1,1954,0
40937508,7,3700,849000,1090000,950,3,1,0,Y,2,1957,0
40851759,14,3700,849000,880000,1000,3,1,0,Y,2,1958,0
40942244,9,3700,849000,1050000,1168,2,1,0,Y,2,1952,0
40888531,3,3700,849000,853000,1168,3,2,0,Y,2,1956,0
40915516,5,3700,849000,945000,1550,3,2,0,Y,2,1957,0
40867268,7,3700,849000,865000,1078,3,2,0,Y,2,1962,0
40925905,10,3700,849000,925000,984,3,1,0,Y,2,1951,0
40850244,27,3700,849000,880000,1092,3,2,0,Y,2,1927,0
40955403,7,3700,849000,873000,950,3,1,0,Y,1,1954,0
40860785,14,3700,849000,850000,2001,4,2,0,N,0,1959,0
40849744,12,3700,849000,830000,1132,3,2,0,Y,2,1954,0
40863959,7,3700,849800,849800,1201,3,2,0,Y,2,1955,0
40942264,9,3700,849800,900000,950,3,1,0,Y,1,1955,0
40901275,7,3700,849888,840000,1106,3,2,0,Y,2,1954,0
40912809,8,3700,849888,920000,1204,3,2,0,Y,2,1963,0
40870036,28,3700,849888,820000,1561,5,2,0,Y,2,1998,0
40860698,27,3700,849900,855000,1148,3,2,0,Y,2,1959,0
40967963,7,3700,849900,1002000,925,3,1,0,Y,1,1955,0
40893265,5,3700,849900,935000,1166,3,2,0,N,0,1953,0
40850342,45,3700,849950,840000,1152,3,2,0,Y,2,1960,0
40922223,32,3700,849950,812000,1131,2,1,0,Y,1,1925,0
40916758,12,3700,849950,865000,1116,2,2,0,Y,2,1973,0
40861046,101,3700,849950,820000,1315,2,2,0,Y,2,1989,260
40844964,62,3700,849950,810000,1440,3,2,0,Y,2,1976,0
40929849,6,3700,849999,955000,1156,3,2,0,Y,2,1960,0
ML81820928,5,3700,849999,955000,1156,3,2,0,Y,2,1960,0
40867310,29,3700,849999,815000,1108,3,2,0,Y,2,1965,0
40928421,23,3700,850000,880000,964,3,2,0,Y,2,2009,100
40855018,2,3700,850000,875000,1321,4,2,0,Y,2,1959,0
40901440,7,3700,850000,836000,1169,3,2,0,Y,2,1959,0
40954097,19,3700,850000,850000,1158,3,1,0,N,0,1943,0
40882277,29,3700,850000,840000,1859,4,2,1,Y,2,1963,0
40880021,13,3700,850000,880000,1404,3,2,0,Y,2,1961,0
40902248,10,3700,850000,925000,1067,3,2,0,Y,2,1961,0
40856643,9,3700,850000,850000,1325,3,2,0,Y,1,1955,0
40956428,7,3700,850000,900000,1033,2,1,0,Y,1,1948,0
40880758,21,3700,850000,830000,1078,3,2,0,Y,2,1962,0
40863801,117,3700,850000,820000,1485,3,1,1,Y,2,1953,0
40905539,9,3700,850000,850000,1088,3,2,0,Y,2,1960,0
40961924,5,3700,850000,940000,816,2,1,0,N,0,1922,0
ML81825480,0,3700,850000,850000,1475,3,2,0,Y,2,1962,0
ML81735361,12,3700,850000,829000,1269,3,2,0,Y,2,1963,0
40850020,101,3700,850000,1238999,3656,6,3,1,N,0,1940,0
40867752,2,3700,850000,1051389,1151,3,2,0,Y,2,1958,0
40877764,9,3700,855000,855000,1131,3,2,0,Y,2,1962,0
ML81787591,64,3700,857000,845000,1443,4,2,0,N,0,1955,0
40898301,78,3700,857000,845000,1443,4,2,0,N,0,1955,0
40948879,7,3700,858000,1150000,1400,3,1,0,N,0,1949,0
40925432,6,3700,859000,950000,1056,3,2,0,Y,2,1960,0
40924562,11,3700,859000,905000,1148,3,2,0,Y,2,1959,0
40895521,10,3700,859000,890000,950,3,1,0,Y,1,1955,0
40914924,11,3700,859000,880000,1148,3,2,0,Y,2,1959,0
40864547,7,3700,860000,900000,1126,3,2,0,Y,2,1955,0
40853502,14,3700,869000,900000,1256,3,2,0,Y,2,1965,0
ML81851842,9,3700,869000,1000000,1629,3,2,0,Y,2,1969,0
ML81822692,10,3700,869000,915000,1148,3,2,0,Y,2,1959,0
40887768,14,3700,869000,860000,1168,3,2,0,Y,2,1955,0
40900227,42,3700,869950,860000,1316,3,2,0,Y,2,1959,0
40917717,12,3700,869988,865988,1104,2,1,0,Y,2,1963,45
ML81746273,35,3700,870000,720000,1086,3,1,0,Y,2,1951,0
ME19022293,29,3700,870000,720000,1086,3,1,0,Y,2,1951,0
SF483358,29,3700,870000,720000,1086,3,1,0,N,0,1951,0
40914460,7,3700,870000,975000,1108,3,2,0,Y,2,1965,0
40860237,29,3700,870000,725000,1086,3,1,0,Y,2,1951,0
40893496,9,3700,874888,900000,1148,3,2,0,Y,2,1971,0
40860641,35,3700,874888,925000,1729,4,2,0,Y,2,1960,0
40869087,10,3700,874999,875000,1131,3,2,0,Y,2,1963,0
ML81755531,9,3700,874999,875000,1131,3,2,0,Y,2,1963,0
40909371,6,3700,875000,881000,1200,3,2,0,Y,2,1962,0
40864696,8,3700,875000,920000,1116,2,2,0,Y,2,1973,0
40864141,10,3700,875000,935000,1364,3,2,0,Y,2,1968,0
40938851,9,3700,875000,1205000,1476,4,2,0,Y,2,1959,0
40868593,9,3700,875000,905000,1302,4,2,0,Y,2,1960,0
40932534,8,3700,875000,990000,1064,3,1,0,Y,0,1961,0
40926224,6,3700,875000,970000,996,3,2,0,Y,2,1959,0
40961616,10,3700,875000,985000,1163,3,2,0,Y,2,1955,0
40888894,7,3700,875000,957000,1040,3,2,0,Y,2,1972,0
40886033,9,3700,875000,865000,1078,3,2,0,Y,2,1961,0
40925542,6,3700,875000,900000,2005,3,1,0,N,0,1942,0
ML81747061,0,3700,875000,855000,1482,3,2,0,Y,2,1965,0
40929034,11,3700,875000,940000,1150,3,2,0,Y,2,1958,0
40849252,15,3700,875000,870000,1148,3,2,0,Y,2,1960,0
40895104,20,3700,875000,890000,1060,3,2,0,Y,2,1969,0
40922239,6,3700,875000,875000,1201,3,2,0,Y,2,1955,0
40848076,19,3700,875000,910000,1424,4,2,0,Y,2,1961,0
40870964,15,3700,875000,875000,1148,3,2,0,Y,2,1956,0
40922595,16,3700,875000,870000,1064,3,1,0,Y,0,1963,0
40906535,20,3700,875000,815000,950,3,1,0,Y,1,1955,0
40862393,12,3700,875950,935950,1369,4,2,0,Y,1,1950,0
40887727,19,3700,876000,840000,1154,3,2,0,Y,2,1956,0
40879610,23,3700,878000,910000,1086,3,1,0,Y,2,1951,0
40855552,31,3700,878000,864000,1151,3,2,0,Y,2,1958,0
40913594,2,3700,878888,915000,1111,3,1,0,Y,2,1954,0
40911564,6,3700,879000,935000,1168,3,2,0,Y,2,1955,0
40903123,8,3700,879000,850000,1008,3,1,0,Y,1,1958,0
40871801,16,3700,879000,895000,1150,3,2,0,Y,2,1959,0
40852991,25,3700,879000,860000,1494,3,2,1,Y,2,1956,0
40919809,9,3700,879000,977000,1248,3,2,0,Y,2,1959,0
40887602,22,3700,879000,860000,1168,3,2,0,Y,2,1956,0
ML81764535,49,3700,879500,868000,1344,3,2,0,Y,2,1959,0
40854657,9,3700,879888,921000,1185,3,2,0,Y,2,1960,0
ML81773603,41,3700,879888,871888,1320,3,2,0,Y,2,1955,0
40865737,9,3700,879900,900000,1148,3,2,0,Y,2,1957,0
40863278,14,3700,879900,855000,1321,4,2,0,Y,2,1959,0
40868597,7,3700,879950,925000,1306,3,2,0,Y,2,1967,0
ML81754556,12,3700,879950,925000,1306,3,2,0,Y,2,1967,0
ML81776577,143,3700,879950,855000,1483,3,1,0,N,0,1958,0
40884749,53,3700,879999,880000,1161,3,2,0,Y,2,1960,0
ML81829853,10,3700,879999,1130000,1595,3,2,0,Y,2,1961,0
40855588,32,3700,880000,855000,1136,3,2,0,N,0,1954,0
40846049,17,3700,880000,846000,1347,3,2,0,Y,2,1962,0
40916270,8,3700,885000,916000,1120,3,2,0,Y,2,1955,0
ML81813273,29,3700,885000,885000,1332,3,2,1,Y,2,1994,133
40854058,8,3700,885000,904000,1302,3,2,0,Y,2,1962,0
40892374,11,3700,886000,891000,1144,3,2,0,Y,1,1955,0
40887564,33,3700,888000,890000,1269,3,2,0,Y,2,1961,0
40846340,139,3700,888000,830000,1163,3,2,0,Y,2,1956,0
40862756,11,3700,888000,926000,1314,3,2,0,Y,2,1960,0
40950197,9,3700,888000,1083000,1005,2,2,0,Y,2,1973,0
ML81774187,32,3700,888000,890000,1269,3,2,0,Y,2,1961,0
ML81737798,8,3700,888000,925000,1158,3,2,0,Y,2,1960,0
ML81762770,9,3700,888000,900000,1124,3,2,0,Y,2,1955,0
40894274,22,3700,888888,870000,1000,3,2,0,Y,2,1955,0
40872187,159,3700,888888,845000,1097,3,2,0,Y,2,1962,0
40881763,7,3700,888888,952000,1548,4,2,0,Y,2,1958,0
40958676,0,3700,888888,950000,1001,2,2,0,Y,2,1987,85
40859104,12,3700,888888,920000,1269,3,2,0,Y,2,1963,0
40887114,12,3700,888888,912000,1845,3,2,0,Y,2,1925,0
40861687,42,3700,888888,888900,996,3,2,0,Y,2,1959,0
40897612,9,3700,889000,950000,1188,3,2,0,N,2,1977,0
40866128,4,3700,889000,889000,1204,3,2,0,Y,2,1963,0
ML81849282,4,3700,889000,985000,925,3,1,0,N,0,1956,0
40869272,6,3700,889950,950000,1148,3,2,0,Y,2,1960,0
ML81750469,24,3700,889950,880000,1325,3,2,0,Y,2,1964,150
40864336,24,3700,889950,880000,1325,3,2,0,Y,2,1964,150
ML81755686,6,3700,889950,950000,1148,3,2,0,Y,2,1960,0
40868864,6,3700,889980,895000,1696,4,2,0,Y,2,1962,0
ML81746379,12,3700,890000,910000,1269,3,2,0,Y,2,1962,0
40859689,29,3700,890000,855000,1246,3,2,0,Y,2,1954,0
40855880,14,3700,890000,935000,1000,3,1,0,Y,2,1958,0
40860305,12,3700,890000,910000,1269,3,2,0,Y,2,1962,0
ML81771728,8,3700,894000,890000,1204,3,2,0,Y,2,1961,0
SF500684,0,3700,895000,895000,1180,3,2,0,N,0,1976,0
40902754,8,3700,895000,995000,1232,3,2,0,Y,2,1966,0
40882706,9,3700,895000,920000,1390,3,2,0,Y,2,1967,0
40911695,13,3700,895000,1014750,1232,3,2,0,Y,2,1967,0
40910344,10,3700,895000,900000,1038,3,2,0,Y,1,1957,0
ML81811020,7,3700,895000,990000,1180,3,2,0,Y,2,1976,0
ML81837284,10,3700,895000,1100000,1496,4,2,0,Y,2,1969,0
40854307,21,3700,897999,890000,1516,3,2,0,Y,2,1963,0
ME20065797,13,3700,898000,930000,1136,0,0,0,Y,2,1955,0
40895300,7,3700,898000,1150000,1185,3,1,0,Y,2,1939,0
40880095,165,3700,898000,900000,1444,4,2,0,Y,2,1971,0
40849175,10,3700,898000,910000,794,2,1,0,Y,1,1947,0
ML81819106,5,3700,898000,1060000,1232,3,2,0,Y,2,1959,0
40881636,2,3700,898000,930000,1441,4,3,0,Y,2,1959,0
40907876,5,3700,898000,920000,996,3,2,0,Y,2,1959,0
40878157,14,3700,898000,865000,1438,3,2,0,Y,2,1960,0
40940784,10,3700,898000,1220000,1472,3,2,0,Y,2,1960,0
40905929,2,3700,898000,970000,1440,3,3,0,Y,2,1977,0
40906482,27,3700,898000,910000,1100,4,2,0,N,2,1955,0
40889133,25,3700,898000,865000,1412,3,2,1,Y,2,1985,376
ML81782459,7,3700,898000,1150000,1185,3,1,0,Y,2,1939,0
40915619,10,3700,898800,981000,1220,3,2,0,Y,2,1961,0
40872076,13,3700,898800,870000,1632,4,2,0,Y,2,1959,0
40850862,8,3700,898888,965000,1419,3,2,0,Y,2,1963,0
40854177,60,3700,898888,855000,1481,3,2,0,Y,2,1948,0
40902596,20,3700,898888,830000,1324,4,2,0,Y,2,1962,0
ML81764093,52,3700,899000,900000,1566,3,2,0,N,0,1953,0
SF421555838,9,3700,899000,1100000,1005,3,2,0,N,0,1963,0
40884501,33,3700,899000,900000,1168,3,2,0,Y,2,1955,0
ML81735556,33,3700,899000,915000,1335,3,2,0,Y,2,1970,0
40876510,9,3700,899000,807500,1075,3,1,0,Y,1,1951,0
40870140,6,3700,899000,908000,1148,3,2,0,Y,2,1958,0
40890135,6,3700,899000,920000,1269,3,2,0,Y,2,1963,0
40848124,25,3700,899000,865000,1726,5,3,0,Y,1,1964,0
40926095,5,3700,899000,1077025,1269,3,2,0,Y,2,1963,0
SF482082,6,3700,899000,997121,1232,3,2,0,N,0,1965,0
40860573,8,3700,899000,975000,1248,3,2,0,Y,2,1959,0
40955297,4,3700,899000,1130000,1767,3,2,0,Y,2,1955,0
40860308,9,3700,899000,892000,1158,3,2,0,Y,2,1960,0
40925433,27,3700,899000,890000,1236,3,2,1,Y,2,1983,0
40840821,151,3700,899000,860000,1930,3,2,0,Y,2,1969,0
40869025,15,3700,899000,930000,1413,4,2,0,Y,2,1962,0
40873593,99,3700,899000,900000,1566,3,2,0,N,0,1953,0
40877550,40,3700,899000,860000,850,2,1,0,Y,1,1951,0
40942897,8,3700,899000,940000,1079,3,1,0,N,2,1953,0
40959349,8,3700,899000,1000000,1167,3,2,0,Y,2,1955,0
40917908,6,3700,899000,1005000,1159,3,2,0,Y,2,1955,0
40885356,8,3700,899000,895000,1168,3,2,0,Y,2,1956,0
ML81768374,0,3700,899000,810000,1736,4,2,0,Y,2,1962,0
40963892,9,3700,899000,1021000,1120,3,2,0,Y,2,1955,0
ML81776970,20,3700,899000,942000,1722,5,2,0,Y,2,1962,0
ML81843208,8,3700,899000,1055000,1148,3,2,0,Y,2,1971,0
40893534,15,3700,899000,1040000,1198,3,2,0,Y,2,1959,0
40883310,15,3700,899000,832000,1412,4,2,0,Y,2,1962,0
40856065,6,3700,899000,997121,1232,3,2,0,Y,2,1965,0
40907383,10,3700,899000,1025000,1386,3,2,0,Y,2,1957,0
40930346,0,3700,899000,920000,1179,4,2,0,Y,1,1954,0
40892819,7,3700,899000,1001000,1324,4,2,0,Y,2,1962,0
40899188,3,3700,899777,975000,1246,3,2,0,Y,2,1954,0
40933980,10,3700,899800,936000,1000,3,1,0,Y,2,1958,0
ML81780071,12,3700,899800,895000,1346,2,2,1,Y,2,1988,320
40894563,95,3700,899800,890000,1296,2,1,1,Y,2,1988,81
40861831,9,3700,899800,911000,1026,3,2,0,Y,2,1961,0
40917509,11,3700,899800,940000,1150,3,2,0,Y,2,1958,0
40936766,13,3700,899850,1210000,1107,3,2,0,Y,2,1958,0
40872130,26,3700,899880,900000,1444,4,2,0,Y,2,1969,0
ML81758549,25,3700,899880,900000,1444,4,2,0,Y,2,1969,0
ML81824851,6,3700,899880,1081000,1148,3,2,0,Y,2,1971,0
40888540,8,3700,899888,1106568,1455,3,2,0,Y,2,1964,0
40920462,8,3700,899888,925000,1595,3,2,0,Y,2,1954,0
40930067,12,3700,899888,1001000,1389,3,2,0,N,0,1900,0
40863473,7,3700,899888,900000,1344,3,2,0,Y,2,1959,0
40925431,9,3700,899888,1050000,1274,3,1,1,Y,2,1960,0
ML81775066,8,3700,899888,1106568,1455,3,2,0,Y,2,1964,0
ML81831727,11,3700,899888,1100000,1148,3,2,0,Y,2,1959,0
ML81796429,15,3700,899888,940000,1629,4,2,0,Y,2,1970,0
ME19022424,47,3700,899900,899900,1584,4,2,0,Y,2,1963,0
ML81746128,47,3700,899900,899900,1584,4,2,0,Y,2,1963,0
40880312,38,3700,899900,926000,1440,3,2,0,Y,2,1976,0
40886185,13,3700,899900,920000,1574,4,2,0,Y,2,1954,0
40953532,26,3700,899900,920000,1166,3,2,0,N,0,1953,0
40905862,11,3700,899900,1014000,1741,4,2,0,Y,2,1962,0
40916275,15,3700,899900,1125810,1398,4,2,0,Y,2,1955,214
40961387,11,3700,899900,1125000,1158,3,2,0,Y,2,1960,0
40878159,86,3700,899950,870000,1549,3,2,0,Y,2,1961,0
40857625,8,3700,899950,978000,1558,3,2,0,Y,2,1959,0
40941671,7,3700,899950,1150000,1111,3,1,0,Y,2,1954,0
40864481,15,3700,899950,880000,1042,2,2,0,Y,2,1984,125
40877752,107,3700,899950,860325,1256,3,2,0,Y,2,1965,0
40850175,8,3700,899950,960000,1131,3,2,0,Y,2,1963,0
40860690,8,3700,899950,955000,1056,3,2,0,Y,2,1957,0
40943494,33,3700,899950,970000,1933,4,2,1,Y,2,1952,0
40857767,8,3700,899950,937000,1000,3,1,0,Y,2,1958,0
ML81762167,105,3700,899950,870000,1549,3,2,0,Y,2,1961,0
ML81830293,7,3700,899950,1100000,1505,2,2,1,Y,2,1990,260
40923146,6,3700,899950,1028250,1136,3,2,0,Y,2,1954,0
ME19015080,24,3700,899975,900000,975,3,1,0,Y,2,1959,0
40857780,21,3700,899975,900000,975,3,1,0,Y,2,1959,0
40864121,17,3700,899980,920000,1014,3,1,0,Y,2,1959,0
40883532,8,3700,899999,940000,1324,4,2,0,Y,2,1963,0
40867818,119,3700,899999,875000,1269,3,2,0,Y,2,1962,0
40894926,63,3700,899999,850000,1403,3,2,0,Y,0,1925,0
40881937,21,3700,899999,875121,1302,4,2,0,Y,2,1959,0
40883462,43,3700,899999,866000,1232,3,2,0,Y,2,1966,0
ML81822176,4,3700,899999,1021000,1302,4,2,0,Y,2,1960,0
40894265,9,3700,899999,981000,1472,3,2,0,Y,2,1960,0
ML81737796,7,3700,899999,970000,1078,3,2,0,Y,1,1963,0
40852398,7,3700,899999,970000,1078,3,2,0,Y,1,1963,0
40881003,14,3700,899999,950000,1340,4,2,0,Y,2,1954,0
40913322,7,3700,899999,957100,1302,4,2,0,Y,1,1960,0
40857859,5,3700,900000,935000,1390,3,2,0,Y,2,1967,0
40882535,85,3700,900000,859500,1148,3,3,0,Y,2,1956,0
ME19017353,5,3700,900000,935000,1390,3,2,0,Y,2,1967,0
40950667,0,3700,900000,900000,1180,3,2,0,Y,2,1959,0
40923400,5,3700,900000,915000,1074,3,2,0,Y,2,1953,0
40870904,43,3700,900000,875000,1158,3,2,0,Y,2,1960,0
40866793,13,3700,900000,905000,1119,3,2,0,Y,2,1954,0
40859272,0,3700,900000,900000,1164,3,2,0,Y,2,1957,0
40873530,6,3700,900000,920000,1503,3,2,0,Y,2,1976,0
ML81779099,0,3700,900000,896000,1320,3,2,0,Y,2,1959,0
40913687,13,3700,900000,900000,1120,3,2,0,Y,2,1955,0
40937537,0,3700,905000,905000,1366,4,2,0,Y,2,1962,0
40900322,158,3700,909888,910000,1872,4,2,1,Y,2,1960,0
40916141,6,3700,910000,910000,794,2,1,0,Y,1,1947,0
40897007,8,3700,915000,955000,1629,3,2,0,Y,2,1971,0
40959223,3,3700,915000,1100000,1080,4,2,0,Y,2,1960,0
40843616,31,3700,915000,820000,1324,4,2,0,Y,2,1962,0
40916445,18,3700,918000,935000,1644,3,2,2,Y,2,2014,132
ML81753040,8,3700,918000,980000,1324,4,2,0,Y,2,1964,0
40927474,5,3700,918000,995000,1000,3,1,0,Y,2,1958,0
40893907,4,3700,918800,981000,1712,3,2,2,Y,2,2014,132
ML81839816,7,3700,918950,990000,1296,2,2,0,Y,1,1985,220
40860211,7,3700,919800,950000,1108,3,2,0,Y,2,1965,0
ML81789988,48,3700,919888,895000,1148,3,2,0,N,0,1959,0
40901845,55,3700,919888,895000,1148,3,2,0,Y,0,1959,0
40889139,49,3700,919900,910000,1644,3,2,1,Y,2,2012,132
ML81745898,28,3700,920000,885000,1038,3,1,1,Y,1,1957,0
40858417,26,3700,920000,885000,1038,3,1,1,Y,1,1957,0
ML81819347,1,3700,920000,938000,1151,3,2,0,Y,2,1959,0
40896298,11,3700,924800,950000,1629,3,2,0,Y,1,1971,0
40936847,8,3700,924900,1105000,1112,3,2,0,Y,2,1954,0
40876507,12,3700,924950,875000,1701,4,2,1,Y,2,1963,0
40930879,6,3700,925000,1072900,1249,3,2,0,Y,2,1963,0
40904513,7,3700,925000,945000,1676,3,2,0,Y,2,1958,0
40911544,0,3700,925000,925000,1565,4,2,0,Y,2,1963,0
40872154,42,3700,925000,910000,1712,3,2,2,Y,2,2014,132
ML81796494,0,3700,925000,935000,1400,4,2,0,Y,2,1970,0
40913270,29,3700,925000,935000,1148,3,2,0,Y,2,1960,0
40893138,7,3700,925000,1027000,1148,3,2,0,Y,2,1960,0
40924829,4,3700,925000,925000,1008,3,1,0,N,0,1958,0
40869174,66,3700,925000,900000,1558,4,2,0,Y,2,1962,0
40861401,6,3700,925000,968000,1310,3,2,0,Y,2,1955,0
40919233,5,3700,925000,990000,1200,3,2,0,Y,2,1961,0
40885623,6,3700,925000,930000,1285,3,2,0,Y,2,1961,0
40850901,13,3700,925000,950004,1067,3,2,0,Y,2,1962,0
40870896,29,3700,925000,895000,1448,3,2,0,Y,2,1961,0
40892952,8,3700,925000,1015000,1402,3,2,0,Y,2,1962,0
ML81790394,134,3700,925000,900000,1036,3,1,0,Y,2,1959,0
ML81745668,6,3700,925000,1085000,1387,3,2,0,Y,2,1956,0
ML81831798,18,3700,925000,1228000,1613,3,2,0,Y,2,1958,0
40864639,7,3700,925000,950000,1107,3,2,0,Y,2,1958,0
ML81787863,6,3700,925000,905000,950,3,1,0,Y,2,1955,0
SF495451,83,3700,927550,925500,1400,3,2,1,N,0,1995,210
40880138,14,3700,928000,914000,1158,3,2,0,Y,2,1960,0
40848048,35,3700,928000,920000,1242,3,2,0,Y,2,1964,0
40914429,14,3700,928000,1050000,1390,3,2,0,Y,2,1967,0
40888710,9,3700,928829,960000,1335,3,2,1,Y,2,1978,0
40861025,5,3700,929000,992000,1390,3,2,0,Y,2,1967,0
40857113,6,3700,929000,968000,1347,3,2,0,Y,2,1963,0
40857546,15,3700,929000,870000,1804,4,2,0,Y,1,1963,0
40884280,23,3700,929000,940000,1723,3,2,0,Y,2,1963,0
ML81746995,4,3700,929000,992000,1390,3,2,0,Y,2,1967,0
40909030,13,3700,929800,1010000,1158,3,2,0,Y,2,1959,0
SF495780,93,3700,930000,900000,1148,3,2,0,N,0,1961,0
40898214,68,3700,930000,900000,1148,3,2,0,Y,2,1961,0
ML81790868,12,3700,930000,900000,1148,3,2,0,Y,2,1933,0
40883417,71,3700,930000,915000,1056,3,2,0,Y,2,1959,0
40882908,12,3700,930000,930000,1712,3,2,1,Y,2,2013,132
40873819,36,3700,932888,925000,1712,3,2,2,Y,2,2013,132
ML81760447,34,3700,932888,925000,1712,3,2,2,Y,2,2013,132
40893203,8,3700,934800,990000,1712,3,2,1,Y,2,2014,132
40867941,43,3700,934888,900000,1376,3,2,1,Y,2,1999,115
SF496539,158,3700,934950,910000,1872,4,2,1,N,0,1960,0
40886286,26,3700,935000,925000,1324,4,2,0,Y,2,1962,0
40860190,22,3700,938000,925000,1452,3,2,0,Y,2,1962,0
40860891,12,3700,938000,928000,1387,3,2,0,Y,2,1965,0
40914183,0,3700,938000,975000,1633,3,3,0,N,0,1908,0
40867685,6,3700,938000,1000500,1148,3,2,0,Y,2,1957,0
40850793,29,3700,938000,890000,1787,4,1,1,N,0,1957,0
ML81759226,75,3700,938000,850000,1312,4,2,0,Y,2,1958,0
ML81746090,23,3700,938000,925000,1452,3,2,0,Y,2,1962,0
40853660,10,3700,938800,990000,1692,3,2,0,Y,2,1958,0
40886924,13,3700,938888,925000,1656,3,2,1,Y,2,1959,180
ML81773529,13,3700,938888,925000,1656,3,2,1,Y,2,1959,180
40938753,2,3700,939000,979000,1008,4,3,0,Y,2,1962,0
ML81785029,8,3700,939000,975000,1644,3,2,2,Y,2,2014,130
40878576,10,3700,939950,940000,1664,4,3,0,Y,2,1989,60
40889823,7,3700,939950,953998,1376,2,2,1,Y,2,1988,78
40959747,7,3700,939999,1178216,1148,3,2,0,Y,2,1957,0
40881803,51,3700,940000,920000,1800,4,2,0,Y,2,1961,0
40869002,6,3700,940000,975000,1260,2,1,0,Y,1,1936,0
