ID,DOM,Area,LP,SP,SqFt,BR,Bth,PB,Gar,GarSp,YrBlt,HOA Fee
40859727,11,3700,1200000,1270000,1648,3,2,0,Y,2,1959,0
40860608,8,3700,1200000,1300000,1718,4,3,0,Y,2,1960,0
40879378,16,3700,1200000,1200000,1980,4,2,1,Y,2,1972,0
40927979,8,3700,1200000,1310000,1083,3,2,0,Y,2,1956,0
40886028,82,3700,1200000,1045000,2688,5,4,0,N,0,1930,0
40913574,1,3700,1200000,1325000,1822,4,2,0,Y,2,1977,0
40950030,9,3700,1200000,1320000,951,3,1,0,Y,1,1954,0
40945474,5,3700,1200000,1210000,1404,3,1,0,Y,1,1953,0
40916899,10,3700,1200000,1210000,1593,4,2,0,Y,2,1965,0
40850108,10,3700,1200000,1350000,1866,3,2,0,Y,2,1966,0
40958739,6,3700,1200000,1380000,1347,3,2,0,Y,2,1963,0
40850792,21,3700,1200000,1165000,2008,3,2,1,Y,2,1978,0
40864785,11,3700,1200000,1260000,2057,5,3,1,Y,2,1982,0
40886274,71,3700,1200000,1220000,1600,3,3,0,Y,2,2019,0
40950061,19,3700,1200000,1371000,1737,3,2,1,Y,2,1989,88
40915894,11,3700,1200000,1288000,1675,3,2,0,Y,2,1977,0
40879910,8,3700,1200000,1350000,1689,3,2,0,Y,2,1965,0
40940311,7,3700,1200000,1380000,1409,4,2,0,Y,2,1977,0
40850382,20,3700,1200000,1242121,1523,3,2,0,Y,2,1965,0
40908102,7,3700,1200000,1280000,1683,4,2,1,Y,2,1959,0
40848068,23,3700,1200000,1200000,1613,4,2,0,Y,2,1950,0
40916893,11,3700,1200000,1380000,2326,5,3,0,Y,2,1965,0
40944378,9,3700,1200000,1550000,1611,3,2,1,Y,2,1987,48
40955658,8,3700,1200000,1200000,1662,3,2,1,Y,2,1985,381
40949867,12,3700,1200000,1200000,1330,3,2,0,Y,1,1963,0
40946031,11,3700,1200000,1350000,1580,3,2,0,Y,2,1955,0
40902231,7,3700,1200000,1235000,1550,4,2,0,Y,2,1975,0
40931007,10,3700,1200000,1245000,1744,4,2,0,Y,2,1963,0
40960729,7,3700,1200000,1285000,1467,3,2,0,Y,2,1959,0
40860456,12,3700,1200000,1220000,1520,3,2,0,Y,2,1961,0
ML81813181,7,3700,1200000,1260000,1375,3,2,1,N,0,1987,120
ML81748928,0,3700,1200000,1200000,1423,3,2,0,Y,2,1962,0
ML81829264,12,3700,1200000,1175000,1720,3,2,0,Y,2,1955,0
40948186,9,3700,1200000,1320000,1556,4,2,0,Y,2,1963,0
ML81828224,0,3700,1200000,1220000,1672,4,2,0,Y,2,1960,0
40940936,7,3700,1200000,1420000,1300,3,2,0,Y,2,1975,0
40946848,5,3700,1200000,1401000,1380,3,2,0,Y,2,1959,0
40954872,7,3700,1200000,1400000,1581,4,2,0,Y,2,1963,0
40851622,23,3700,1200000,1190000,1750,4,3,0,N,2,1987,0
40889351,42,3700,1208888,1192680,2029,3,3,1,Y,2,2019,500
40891804,0,3700,1211000,1211000,1714,4,2,0,Y,2,1972,0
40858860,14,3700,1218888,1220000,1722,3,2,1,Y,2,1988,78
40854100,33,3700,1219000,1200009,1914,4,2,0,Y,2,1985,0
40892409,14,3700,1219000,1200000,2122,4,3,0,Y,2,1963,0
40902011,42,3700,1219800,1230000,1708,3,2,0,Y,2,1960,0
40902401,31,3700,1220000,1200000,1774,4,2,1,Y,2,1988,119
ML81790104,31,3700,1220000,1200000,1774,4,2,1,Y,2,1988,119
40909598,0,3700,1221875,1221875,1815,4,2,0,N,0,1969,0
40901180,65,3700,1224888,1180000,2565,3,2,0,Y,1,1930,0
ME20020236,65,3700,1224888,1180000,2565,3,2,0,Y,1,1930,0
40863043,12,3700,1224900,1200000,1342,3,2,0,Y,2,1965,0
40912887,11,3700,1224990,1300000,1554,3,2,0,Y,2,1958,216
40876980,14,3700,1225000,1210000,1877,3,2,0,Y,2,1959,140
40946239,16,3700,1225000,1280000,1422,3,2,1,Y,2,1994,0
40915079,57,3700,1225000,1235000,1824,4,2,1,Y,2,1989,70
40846955,33,3700,1225000,1160000,1868,4,3,0,Y,2,1962,0
40955764,10,3700,1225000,1376000,1435,3,2,0,Y,2,1981,0
40949569,14,3700,1225000,1350000,1354,3,2,1,Y,2,1987,0
40955436,12,3700,1225000,1381239,1736,4,2,0,Y,2,1962,0
40843286,59,3700,1225000,1180000,1831,4,2,0,Y,2,1969,0
40922837,23,3700,1225000,1240000,1218,3,2,0,Y,2,1953,0
40958827,5,3700,1225000,1408000,1736,4,2,0,Y,2,1962,0
40962387,15,3700,1225000,1230000,1232,3,2,0,Y,2,1955,0
40957866,8,3700,1225000,1410000,1334,3,2,0,Y,2,1960,21
40919578,8,3700,1225000,1300000,1854,4,2,0,Y,2,1963,0
40865863,30,3700,1225000,1230000,1870,3,2,1,Y,2,1991,75
40932558,8,3700,1225000,1380000,1195,3,2,0,Y,2,1964,0
ML81861495,17,3700,1225000,1240000,1207,3,2,0,Y,2,1955,0
ML81839620,16,3700,1225000,1280000,1422,3,2,1,Y,2,1994,0
40920982,8,3700,1225000,1231000,1955,4,2,0,Y,2,1962,0
40898592,10,3700,1228000,1200000,1766,4,2,0,Y,2,1986,0
ML81816720,8,3700,1228000,1375888,1774,4,2,1,Y,2,1988,119
40844621,111,3700,1228888,1180000,2008,3,2,1,Y,2,1978,0
ML81804694,12,3700,1228888,1196000,1660,3,3,1,Y,2,2018,150
40936520,6,3700,1229000,1365000,1251,3,2,0,Y,2,1959,0
40881108,14,3700,1229888,1230000,1597,3,2,1,Y,2,1992,40
40883933,7,3700,1229950,1330000,2512,4,3,0,Y,3,1965,0
40843506,82,3700,1230000,1150000,1763,4,3,0,Y,2,1994,0
40955933,27,3700,1235000,1245000,1507,3,2,0,Y,2,1967,0
40961173,21,3700,1235800,1230000,1647,4,2,1,Y,2,1986,0
40864543,51,3700,1238000,1225000,1772,3,2,1,Y,2,2010,93
40878739,31,3700,1238000,1190000,1325,4,2,0,Y,2,1960,0
40912259,4,3700,1238000,1385000,2040,4,3,0,Y,2,1999,0
40887665,17,3700,1238800,1240000,1714,4,2,0,Y,2,1972,0
40961793,5,3700,1238800,1421000,1398,3,2,1,Y,2,1988,85
40914549,7,3700,1238800,1285000,1863,4,2,1,Y,2,1987,90
40873492,9,3700,1238888,1238000,1917,4,2,1,Y,2,1981,0
40952449,6,3700,1238888,1285000,1799,4,2,1,Y,2,1989,0
ML81847797,7,3700,1238888,1270000,2000,3,3,0,Y,2,1957,0
ML81855837,7,3700,1239000,1475000,1305,3,2,0,Y,2,1970,0
40912381,8,3700,1239000,1250000,2033,4,3,0,Y,2,1960,180
ME19040746,2,3700,1245000,1125000,1672,4,2,0,Y,2,1960,0
40869555,2,3700,1245000,1125000,1672,4,2,0,Y,2,1960,0
40851843,14,3700,1246000,1250000,2144,3,2,1,Y,2,1988,0
40920246,7,3700,1247000,1306000,1715,4,2,0,Y,2,1974,0
SF479350,27,3700,1248000,1275000,1615,3,2,1,N,0,1992,40
40855566,8,3700,1248000,1248000,1703,4,2,0,Y,2,1967,0
ML81786232,1,3700,1248000,1245000,1593,3,2,1,Y,2,1992,40
40962766,19,3700,1248000,1248000,1387,3,2,1,Y,2,1997,85
40847772,26,3700,1248000,1275000,1615,3,2,1,Y,2,1992,40
40958374,0,3700,1248000,1350000,1386,3,2,0,Y,2,1961,59
40947928,6,3700,1248000,1500000,1424,4,2,0,Y,2,1961,0
40941043,4,3700,1248000,1300000,1822,4,2,1,Y,2,1992,100
40883908,21,3700,1248000,1270000,1254,3,2,0,Y,2,1964,0
40898556,26,3700,1248000,1245000,1593,3,2,1,Y,2,1992,40
40963299,6,3700,1248000,1360000,1240,3,2,0,Y,2,1965,0
ML81832607,12,3700,1248000,1450000,1662,4,2,0,Y,2,1958,0
40857886,36,3700,1248000,1310000,1615,3,2,1,Y,2,1992,40
40915938,6,3700,1248800,1335000,1900,4,3,0,Y,2,1985,0
40857893,8,3700,1248800,1325000,1516,3,2,0,Y,2,1956,13
ML81804886,7,3700,1248800,1335000,1900,4,3,0,Y,2,1985,0
ML81774214,6,3700,1248888,1335000,1570,4,2,1,Y,2,1989,57
40955122,7,3700,1248888,1248888,1712,4,2,0,Y,2,1954,0
40915174,18,3700,1248888,1261000,1330,3,2,0,Y,2,1958,216
40887719,15,3700,1248888,1259000,1156,3,2,0,Y,2,1953,0
40909704,6,3700,1248888,1351000,1688,3,2,0,Y,2,1970,0
40854599,9,3700,1248888,1350000,1764,4,2,0,Y,2,1977,0
40877047,12,3700,1248888,1200000,1532,4,2,0,Y,2,1962,0
40886174,8,3700,1248950,1210000,2054,4,3,0,Y,2,1997,90
ML81744346,8,3700,1249000,1225000,1785,3,2,1,Y,2,2010,93
ME19010222,37,3700,1249000,1185000,1736,4,2,0,Y,2,1962,0
40940092,8,3700,1249000,1650000,2009,5,3,1,Y,2,1958,0
40853867,37,3700,1249000,1185000,1736,4,2,0,Y,2,1962,0
ML81778654,6,3700,1249000,1350000,2176,4,3,0,Y,4,1965,0
40878993,14,3700,1249000,1316000,2222,4,2,0,Y,2,1958,180
40884361,4,3700,1249000,1125000,1146,3,2,0,N,2,1960,0
40905258,11,3700,1249000,1249000,1579,4,2,1,Y,2,1994,0
ML81852481,18,3700,1249000,1300000,1446,3,2,1,Y,2,1989,68
40875852,6,3700,1249000,1275000,1830,4,2,0,Y,2,1971,0
40941861,4,3700,1249000,1455000,1503,4,2,0,Y,2,1976,0
40875758,33,3700,1249000,1208000,1961,4,3,0,Y,2,1959,0
40908856,4,3700,1249000,1260000,1930,4,3,1,Y,2,2016,144
40961991,10,3700,1249000,1350000,1585,3,2,0,Y,2,1971,0
40945786,6,3700,1249000,1400000,1843,4,4,0,Y,2,2011,160
40918217,11,3700,1249000,1275000,2000,3,3,0,Y,2,1952,0
40889644,66,3700,1249000,1235000,2186,4,3,0,Y,2,1977,0
40856158,4,3700,1249000,1295000,1656,4,2,0,Y,2,1964,0
40924207,8,3700,1249000,1562500,2297,4,3,1,Y,2,1959,0
40921269,3,3700,1249000,1330000,1656,3,1,1,Y,2,1958,0
40895413,13,3700,1249000,1265000,1772,3,2,1,Y,2,2008,93
40909334,25,3700,1249000,1255900,2220,4,2,1,Y,2,1964,0
40891943,7,3700,1249000,1350000,2176,4,3,0,Y,4,1965,0
ML81846131,5,3700,1249000,1358400,1273,3,2,0,Y,2,1960,59
ML81770465,39,3700,1249000,1125000,1146,3,1,0,Y,2,1960,0
40948805,12,3700,1249000,1560000,1889,4,2,1,Y,2,1978,0
40947076,9,3700,1249000,1528000,1544,3,2,0,Y,2,1965,21
ML81839280,5,3700,1249000,1475000,1568,3,2,0,Y,2,1959,0
40952763,6,3700,1249000,1320000,1607,3,2,1,Y,2,1989,0
40910298,8,3700,1249800,1380000,1484,3,2,1,Y,2,1988,80
40961864,6,3700,1249800,1360000,1663,3,2,0,Y,2,1958,0
ML81799391,3,3700,1249800,1380000,1484,3,2,1,Y,2,1988,80
ML81856195,28,3700,1249800,1375000,1917,4,4,1,Y,2,2008,121
40889430,43,3700,1249800,1200000,1785,4,2,1,Y,2,1977,0
40926688,7,3700,1249800,1269888,2160,4,4,0,Y,2,2012,184
40916359,19,3700,1249800,1266000,1709,4,2,0,Y,2,1960,100
40914741,16,3700,1249800,1190000,1583,4,2,0,Y,2,1971,486
40909212,12,3700,1249800,1290000,1688,3,2,0,Y,2,1972,0
40877690,12,3700,1249800,1250000,2163,4,2,1,Y,2,1993,0
40866729,13,3700,1249868,1250000,1987,4,2,0,Y,2,1984,0
40867093,47,3700,1249888,1205000,1318,3,2,0,Y,2,1960,0
40882766,8,3700,1249888,1280000,2097,4,2,1,Y,2,1987,0
40940581,6,3700,1249888,1420000,1441,3,2,0,Y,2,1960,0
40883674,26,3700,1249888,1184888,1284,3,2,0,Y,2,1962,0
40856911,15,3700,1249888,1260000,1736,3,2,1,Y,2,1970,40
40910262,35,3700,1249888,1240000,1808,4,2,1,Y,2,1994,0
40914406,7,3700,1249888,1274000,1576,3,2,0,Y,2,1968,0
40957275,9,3700,1249900,1525000,1344,3,2,0,Y,2,1959,0
40904295,4,3700,1249900,1300000,1942,4,2,1,Y,2,1993,0
40894597,13,3700,1249900,1320000,1856,4,3,0,N,0,1958,0
40917208,10,3700,1249950,1400000,1980,4,2,0,Y,2,1972,0
40935466,10,3700,1249950,1425000,1871,4,2,1,Y,2,1977,0
40914594,34,3700,1249950,1225000,1700,3,2,1,Y,2,1987,165
40867056,8,3700,1249950,1275000,1625,4,2,0,Y,2,1971,0
40880573,25,3700,1249950,1277000,2028,4,2,0,Y,2,1956,180
40968623,7,3700,1249950,1300000,1591,3,2,1,Y,2,1987,175
ML81767098,26,3700,1249950,1277000,2028,4,2,0,Y,2,1956,180
40943778,11,3700,1249950,1580000,1760,3,2,1,Y,2,1998,87
40891441,74,3700,1249990,1244990,2029,3,3,1,Y,2,2019,140
40932763,0,3700,1249999,1315000,1642,4,2,1,Y,2,1995,0
40911639,9,3700,1249999,1260000,1503,3,2,0,Y,2,1964,0
40925799,5,3700,1249999,1325000,1600,4,2,0,Y,4,1972,0
40909037,35,3700,1250000,1248000,1684,4,2,0,Y,2,1964,0
ML81784952,10,3700,1250000,1234500,1564,3,2,0,Y,2,1980,0
40963783,4,3700,1250000,1250000,1148,3,2,0,Y,2,1958,0
ML81794470,3,3700,1250000,1250000,2312,5,3,0,Y,2,1957,0
ML81734599,39,3700,1250000,1250000,1521,4,2,0,Y,2,1958,0
40868878,22,3700,1250000,1310000,2255,4,2,0,Y,2,1960,0
ME20035385,3,3700,1250000,1269000,1525,3,2,0,Y,2,1961,0
40942747,6,3700,1250000,1418000,1523,4,2,0,Y,2,1972,0
BA321061538,6,3700,1250000,1460000,1241,3,2,0,Y,2,1982,0
40897468,10,3700,1250000,1234500,1564,3,2,0,Y,2,1980,0
40903795,26,3700,1250000,1250000,2312,5,3,0,Y,2,1957,0
40931389,7,3700,1250000,1295000,2328,4,3,0,Y,2,1965,0
40862367,25,3700,1250000,1320000,2052,4,2,1,Y,2,1986,0
40893179,13,3700,1250000,1215000,1114,4,2,0,N,0,1954,0
40916082,0,3700,1250000,1265000,1830,4,2,0,Y,2,1972,0
40922995,9,3700,1250000,1356000,1645,3,2,0,Y,2,1972,0
40939446,0,3700,1250000,1276000,1736,3,2,0,Y,2,1956,0
40910665,35,3700,1250000,1275000,2244,4,2,1,Y,3,2003,0
40963619,3,3700,1250000,1250000,1663,3,3,0,Y,2,1954,22
40970135,15,3700,1250000,1250000,1620,4,2,1,Y,2,1958,0
40933835,2,3700,1250000,1250000,1416,3,2,1,Y,2,1989,0
40930609,6,3700,1250000,1440000,1688,3,2,0,Y,2,1971,0
40857038,20,3700,1250000,1470000,1957,4,2,0,Y,2,1966,0
40893538,3,3700,1250000,1313000,1664,3,2,0,Y,2,1970,0
40932099,7,3700,1250000,1371000,1588,4,2,0,Y,2,1963,216
40962695,8,3700,1250000,1495000,1305,3,2,0,Y,2,1972,0
40881130,41,3700,1250000,1240000,1683,3,2,0,Y,2,1962,0
40883192,7,3700,1250000,1240000,1513,3,2,0,Y,2,1962,0
40859372,12,3700,1250000,1400000,1684,4,2,0,Y,2,1965,0
40899157,63,3700,1250000,1210000,2400,5,2,1,N,0,1961,0
40942318,9,3700,1250000,1292000,1148,3,2,0,Y,2,1959,0
40898692,8,3700,1250000,1278800,2429,3,3,0,Y,2,1973,0
40909808,16,3700,1250000,1250000,1544,3,2,1,Y,2,1963,0
40965266,2,3700,1250000,1350000,1511,3,2,0,N,2,1960,0
ML81852242,5,3700,1250000,1460000,1241,3,2,0,Y,2,1982,0
40939178,8,3700,1250000,1285000,1948,4,2,0,Y,2,1961,0
40917536,8,3700,1250000,1388000,1735,4,2,0,Y,2,1965,216
40868636,13,3700,1250000,1305000,2351,5,3,0,Y,2,2008,114
40919392,5,3700,1250000,1280070,1525,4,2,0,Y,2,1961,0
40934716,8,3700,1250000,1300000,1324,4,2,0,Y,2,1962,0
40909275,3,3700,1250000,1269000,1525,3,2,0,Y,2,1961,0
ML81750098,19,3700,1250000,1260000,2355,4,2,1,Y,2,1994,0
40958819,13,3700,1250000,1355000,1476,4,2,0,Y,2,1972,0
40912425,6,3700,1251000,1251000,1296,4,2,0,Y,2,1956,0
40910431,8,3700,1255000,1360000,1714,4,2,0,Y,2,1970,0
ML81844344,7,3700,1256888,1470000,1637,4,2,1,Y,2,1986,0
ML81835662,8,3700,1258000,1430000,1826,3,2,1,Y,2,1989,100
40867692,192,3700,1258888,1268723,2172,3,3,1,Y,2,2019,500
40913110,4,3700,1259000,1330000,1840,4,2,0,Y,2,1965,0
40873013,10,3700,1259000,1320000,2186,4,2,0,Y,2,1962,44
ML81860090,12,3700,1259000,1310000,1458,3,2,1,Y,2,2008,100
40909242,12,3700,1260000,1260000,2194,4,3,0,Y,2,1962,0
ML81813586,0,3700,1260000,1260000,1680,4,2,1,Y,2,1992,90
40911608,8,3700,1265000,1265004,1740,4,2,0,Y,2,1962,0
40921307,12,3700,1265000,1300000,1730,3,2,0,Y,2,1969,0
40892732,6,3700,1265000,1325000,2160,4,3,0,Y,2,1965,0
40893240,7,3700,1265000,1330000,1871,4,2,0,Y,2,1979,0
40947242,8,3700,1265000,1320000,1199,3,1,1,Y,2,1960,0
40954031,12,3700,1265000,1320000,1481,3,2,1,Y,2,1988,129
40894503,7,3700,1268000,1380000,2166,5,3,0,N,2,2003,0
ML81775734,13,3700,1268000,1230000,1542,3,2,0,Y,2,1977,0
ML81841494,12,3700,1268800,1400000,1230,2,2,0,Y,2,1971,45
40922284,86,3700,1268888,1210000,1306,2,2,0,Y,2,1972,486
ML81841415,18,3700,1268888,1268888,1390,3,2,0,Y,2,1970,0
40907110,70,3700,1268888,1190000,1375,3,2,1,Y,2,1987,122
40933399,8,3700,1268888,1420000,1789,4,2,1,Y,2,1989,0
ML81835192,8,3700,1268950,1450000,1641,3,2,1,Y,2,1991,83
40869762,13,3700,1269000,1284000,1482,3,2,0,Y,2,1965,0
ML81848300,6,3700,1269000,1481000,1582,3,2,1,Y,2,1990,0
40962150,4,3700,1269000,1330000,2093,4,3,1,Y,2,2013,149
40931696,18,3700,1269950,1190000,1324,5,4,0,N,0,1954,0
40948371,14,3700,1270000,1300000,1382,3,2,0,Y,2,1972,0
ML81788594,5,3700,1270000,1280000,1234,3,3,0,Y,2,1961,0
ML81843589,5,3700,1270000,1300000,1382,3,2,0,Y,2,1972,0
40863903,8,3700,1272000,1340000,1495,3,2,0,Y,2,1967,0
40954294,7,3700,1274988,1300000,1246,3,2,0,Y,2,1954,0
SF501944,49,3700,1274999,1235000,1663,4,3,0,N,0,1954,0
40913064,27,3700,1274999,1235000,1663,4,3,0,Y,2,1954,0
40854860,25,3700,1275000,1285000,1785,3,2,1,Y,2,2010,93
40946868,0,3700,1275000,1275000,1378,3,2,0,Y,2,1959,0
40945587,6,3700,1275000,1310000,1131,3,2,0,Y,1,1962,0
ME221038437,3,3700,1275000,1584000,1698,3,2,1,Y,2,1955,255
40905198,24,3700,1275000,1260000,1488,3,2,1,Y,2,1987,120
40949071,4,3700,1275000,1420000,1843,4,4,0,Y,2,2010,160
40860969,14,3700,1275000,1275000,1830,5,2,0,Y,2,1971,0
40957525,1,3700,1275000,1350000,1230,2,2,0,Y,2,1972,465
40907107,22,3700,1275000,1220000,1376,3,2,0,N,0,1956,0
40937146,8,3700,1275000,1435050,1785,3,2,1,Y,2,2010,99
40902993,7,3700,1275000,1288000,2566,4,2,1,Y,2,1985,0
40965086,4,3700,1275000,1400000,1416,3,2,1,Y,2,1989,0
ML81741812,17,3700,1275000,1285000,1785,3,2,1,Y,2,2010,93
ML81842067,6,3700,1275000,1500000,1792,5,2,0,Y,2,1961,0
40948090,27,3700,1275000,1275000,1484,3,2,0,Y,2,1965,0
40865966,15,3700,1275000,1305000,1607,4,2,1,Y,2,1955,0
40885185,40,3700,1278000,1250000,1615,3,2,1,Y,2,1992,40
ML81832877,18,3700,1278888,1530000,1826,3,2,1,Y,2,1989,100
40866016,47,3700,1278888,1245000,1832,4,2,0,Y,2,1959,0
40934310,6,3700,1278888,1412000,1389,3,2,0,Y,2,1972,38
40961058,9,3700,1279000,1355000,2093,4,3,1,Y,2,2013,149
40866001,8,3700,1279000,1295000,1839,4,3,0,Y,2,1959,0
40932043,9,3700,1279000,1431000,1895,4,2,0,Y,2,1963,0
40853922,8,3700,1279000,1320000,1672,4,2,1,Y,2,1985,0
40931191,10,3700,1279000,1315000,2240,4,2,1,Y,2,1995,0
ML81757625,7,3700,1279880,1297000,1763,4,3,0,Y,2,1994,0
ML81798039,7,3700,1279950,1386250,2218,3,2,1,Y,2,1977,0
ML81816013,1,3700,1279950,1450000,1639,4,2,0,Y,2,1959,185
40909622,8,3700,1279950,1386250,2218,3,2,1,Y,2,1977,0
40925510,2,3700,1279950,1450000,1639,4,2,0,Y,2,1959,185
40844295,52,3700,1280000,1100000,1192,3,1,0,Y,2,1954,0
40850265,63,3700,1280000,1300000,1841,4,2,1,Y,2,1984,0
40964237,30,3700,1280000,1319400,1917,4,4,1,Y,2,2008,143
40939146,8,3700,1280000,1500000,1826,4,2,1,Y,2,1993,50
40961403,15,3700,1280000,1305000,1607,3,2,1,Y,2,1989,0
40940871,0,3700,1280000,1280000,1916,4,1,1,Y,2,1964,0
ML81735555,63,3700,1280000,1300000,1841,4,2,1,Y,2,1984,0
ML81841065,7,3700,1280000,1410000,1988,3,2,1,Y,2,1991,50
ML81739308,16,3700,1285000,1248000,2055,4,3,1,Y,2,2010,95
40966630,4,3700,1285000,1385000,1256,3,2,0,Y,2,1967,0
40910697,14,3700,1285888,1305000,1839,3,2,1,Y,2,1987,40
ME221071926,7,3700,1287000,1265000,1636,4,2,0,Y,2,1959,0
ME221116204,10,3700,1288000,1338000,1390,3,2,0,Y,2,1969,0
40928988,6,3700,1288000,1300000,1558,3,2,0,Y,2,1963,0
40879565,7,3700,1288000,1250000,1717,3,2,1,Y,2,1986,0
SF421586748,29,3700,1288000,1268000,1329,3,2,0,N,0,1955,216
40869055,50,3700,1288000,1288000,1958,4,2,1,Y,2,1964,0
40951316,11,3700,1288000,1455000,1305,3,2,0,Y,2,1971,0
40957959,5,3700,1288000,1380000,1455,3,2,0,Y,2,1963,0
40957126,4,3700,1288000,1515000,1700,3,2,0,Y,2,1960,0
40850501,12,3700,1288000,1330000,2053,4,2,0,Y,2,1959,150
40889059,14,3700,1288000,1330000,2768,5,3,0,Y,2,1991,0
40953663,12,3700,1288000,1525000,1988,4,2,1,Y,2,1990,50
40957482,12,3700,1288000,1400000,1298,3,2,0,Y,2,1977,0
40948667,11,3700,1288000,1372000,1380,4,2,0,Y,2,1984,0
ML81855618,9,3700,1288000,1410000,1496,4,2,0,Y,2,1969,0
ML81844762,5,3700,1288000,1410000,1621,3,2,0,Y,2,1958,0
ML81746593,6,3700,1288000,1300000,1772,3,2,1,Y,2,2010,93
ML81779560,11,3700,1288000,1330000,1717,4,2,1,Y,2,1982,0
ML81819989,6,3700,1288000,1300000,1558,3,2,0,Y,2,1963,0
40962874,8,3700,1288800,1501500,1420,3,2,0,Y,2,1972,0
40956920,14,3700,1288800,1450000,1654,3,2,0,Y,2,1960,0
40937430,7,3700,1288800,1465000,1789,4,2,1,Y,2,1989,0
40963230,27,3700,1288800,1180000,1005,3,2,0,Y,2,1963,0
40920231,6,3700,1288888,1345000,1480,3,2,0,Y,2,1984,0
SF480279,8,3700,1288888,1381000,1716,4,2,0,N,0,1985,0
40961809,7,3700,1288888,1465000,1390,3,2,0,Y,2,1971,0
40956850,11,3700,1288888,1326000,1118,3,2,0,Y,2,1959,0
40950939,7,3700,1288888,1450000,1695,3,2,0,Y,2,1958,0
40950336,7,3700,1288888,1550000,1802,3,2,0,Y,2,1966,0
40956613,7,3700,1288888,1458000,1527,5,3,0,Y,2,1952,0
40850419,8,3700,1288888,1366000,1716,4,2,0,Y,2,1985,0
40940979,8,3700,1288888,1395000,2085,4,2,1,Y,2,1962,0
40942973,6,3700,1288888,1520000,1684,4,2,0,Y,2,1965,0
40967004,9,3700,1288888,1460000,1485,3,2,1,Y,2,1956,0
40947871,8,3700,1288888,1400121,1865,3,3,0,Y,2,2007,0
ML81777122,38,3700,1288888,1310000,1519,4,3,0,Y,2,1958,0
40957187,19,3700,1289000,1345000,1503,4,2,0,Y,2,1976,0
ML81798221,5,3700,1289950,1365000,1829,3,2,0,Y,2,1960,0
40909834,5,3700,1289950,1365000,1829,3,2,0,Y,2,1960,0
40965866,7,3700,1289999,1470000,1508,4,2,0,Y,2,1958,0
40908191,36,3700,1290000,1275000,2088,4,2,0,Y,2,1963,15
ML81811058,0,3700,1290000,1350000,1839,3,2,1,Y,2,1989,40
ME221088232,21,3700,1290000,1310000,1117,3,2,0,Y,2,1994,0
SF494144,12,3700,1290000,1322500,1604,4,3,0,N,0,1954,0
40917866,0,3700,1290000,1350000,1839,3,2,1,Y,2,1989,40
40853877,17,3700,1290000,1296000,2100,4,2,1,N,0,1940,0
40943089,5,3700,1290000,1510000,1826,4,2,1,Y,2,1994,50
40893260,12,3700,1290000,1322500,1604,4,3,0,Y,2,1954,0
40849586,74,3700,1295000,1265000,1871,4,2,1,Y,2,1976,0
40927065,15,3700,1295000,1445000,1722,4,3,0,Y,2,1963,0
ME221074446,15,3700,1295000,1352000,1468,3,2,0,Y,2,1957,0
40857123,0,3700,1295000,1300000,2591,5,2,1,Y,2,1955,175
40947305,8,3700,1295000,1475000,1202,3,2,0,Y,2,1953,0
40963581,10,3700,1295000,1430000,1256,3,2,0,Y,2,1965,0
40898675,7,3700,1295000,1325000,1688,3,2,0,Y,2,1970,0
40947817,12,3700,1295000,1340000,1740,3,2,1,Y,2,1997,95
40860373,12,3700,1295000,1315000,2044,4,3,0,Y,2,1953,150
ML81765965,80,3700,1295000,1125000,1838,4,3,0,Y,2,1961,0
ML81751474,0,3700,1295950,1050000,1204,3,2,0,Y,2,1963,0
ML81815739,6,3700,1298000,1390000,1750,3,2,0,Y,2,1968,0
SF484654,18,3700,1298000,1298000,1716,4,2,0,N,0,1986,0
40874981,2,3700,1298000,1310000,1844,4,2,0,Y,2,1974,0
40918104,11,3700,1298000,1460000,1302,3,2,0,Y,2,1956,0
SF487502,2,3700,1298000,1310000,1844,4,2,0,N,0,1974,0
ML81760071,10,3700,1298000,1310000,1844,4,2,0,Y,2,1974,0
40859378,14,3700,1298000,1250000,1537,4,3,0,Y,2,1969,0
ML81796556,5,3700,1298000,1340000,2045,4,3,1,Y,2,2008,100
ML81846483,10,3700,1298000,1352000,1567,4,2,0,Y,2,1955,0
40875720,6,3700,1298000,1331000,1717,3,2,1,Y,2,1988,0
40890737,11,3700,1298000,1375000,2580,4,3,0,Y,2,1965,0
40897899,7,3700,1298000,1395000,2097,4,3,1,Y,2,2014,143
40925106,6,3700,1298000,1390000,1750,4,2,0,Y,2,1968,0
40967035,6,3700,1298000,1400000,1422,4,2,1,Y,2,1994,0
40863911,18,3700,1298000,1298000,1716,4,2,0,Y,2,1986,0
40956704,5,3700,1298000,1400000,1922,4,3,1,Y,2,2008,125
40948785,6,3700,1298000,1430000,2140,4,2,0,Y,2,1961,0
40910884,8,3700,1298000,1320000,1408,2,2,0,Y,2,1970,0
40878475,8,3700,1298000,1275000,2069,4,3,0,Y,2,1956,0
40959746,8,3700,1298000,1560120,1647,4,2,1,Y,2,1987,85
ML81816476,13,3700,1298000,1285000,1164,3,2,0,Y,2,1964,0
ML81761943,6,3700,1298000,1331000,1717,3,2,1,Y,2,1988,0
40958114,10,3700,1298000,1530000,1808,3,2,1,Y,2,1995,43
40964891,7,3700,1298000,1461000,1387,3,2,0,Y,2,1967,0
