ID,DOM,Area,LP,SP,SqFt,BR,Bth,PB,Gar,GarSp,YrBlt,HOA Fee,Freq
40954691,0,3700,"$979,000 ","$975,000 ",1322,3,2,,Y,2,1977,,
40883709,34,3700,"$979,800 ","$980,000 ",1370,3,2,1,Y,2,1989,,
40945692,14,3700,"$979,900 ","$1,050,000 ",1148,3,2,0,Y,2,1956,,
40926625,17,3700,"$979,950 ","$990,000 ",1056,3,2,0,Y,2,1958,,
40906149,7,3700,"$979,999 ","$1,053,988 ",1232,3,2,0,Y,2,1963,,
40916149,31,3700,"$979,999 ","$965,000 ",1648,3,2,1,Y,2,1985,381,Q
ML81815408,6,3700,"$980,000 ","$1,055,000 ",1151,3,2,,Y,2,1958,,
40918764,0,3700,"$980,000 ","$990,000 ",1302,4,2,0,Y,2,1960,,
40953111,34,3700,"$980,000 ","$980,000 ",987,2,1,,Y,1,1948,,
40942630,7,3700,"$980,000 ","$1,158,888 ",1168,3,2,0,Y,2,1955,,
40912940,7,3700,"$980,000 ","$1,060,000 ",1334,3,2,0,Y,0,1953,,
40945453,9,3700,"$980,000 ","$1,310,000 ",1148,3,2,0,Y,2,1960,,
40926789,5,3700,"$980,000 ","$1,060,000 ",1232,3,2,0,Y,2,1967,,
40901142,8,3700,"$980,000 ","$1,000,000 ",1364,3,2,,Y,2,1918,,
40927984,36,3700,"$980,000 ","$960,000 ",1126,3,2,0,Y,2,1955,,
40928658,7,3700,"$980,000 ","$1,020,000 ",1460,3,2,,Y,2,1970,,
ML81798448,111,3700,"$980,000 ","$975,000 ",1302,3,2,,Y,2,1960,,
40876673,123,3700,"$985,000 ","$956,000 ",1234,3,2,0,Y,2,1961,,
40851128,14,3700,"$988,000 ","$1,000,000 ",1387,3,2,1,Y,2,1997,85,M
40916103,2,3700,"$988,000 ","$1,010,000 ",1412,4,2,0,Y,2,1962,,
ML81806245,1,3700,"$988,000 ","$1,010,000 ",1412,4,2,,Y,2,1962,,
40896983,25,3700,"$988,000 ","$1,040,000 ",1427,4,2,,Y,2,1962,,
40893666,8,3700,"$988,000 ","$1,065,000 ",1460,3,2,1,Y,2,1989,66,M
40889986,10,3700,"$988,000 ","$991,295 ",1460,3,2,1,Y,2,1989,60,M
40851589,6,3700,"$988,000 ","$1,090,000 ",1409,4,2,,Y,2,1977,,
ML81736493,15,3700,"$988,000 ","$1,000,000 ",1387,3,2,1,Y,2,1997,85,
40916546,5,3700,"$988,000 ","$1,100,000 ",1200,3,2,0,Y,2,1963,,
ML81733698,0,3700,"$988,000 ","$950,000 ",1624,4,4,,Y,2,1962,,
ML81784269,8,3700,"$988,000 ","$1,040,000 ",1427,4,2,,Y,2,1962,,
SF503901,12,3700,"$988,000 ","$950,000 ",1322,3,2,0,,,1959,,
40918343,0,3700,"$988,000 ","$950,000 ",1322,3,2,,Y,2,1959,,
40932705,8,3700,"$988,000 ","$1,126,000 ",1151,3,2,,Y,2,1958,,
40867452,34,3700,"$988,800 ","$960,000 ",1384,3,2,1,Y,2,1988,90,M
ML81753870,34,3700,"$988,800 ","$960,000 ",1384,3,2,1,Y,2,1988,90,M
40927913,9,3700,"$988,800 ","$1,121,000 ",1314,3,2,0,Y,2,1960,,
40905890,3,3700,"$988,877 ","$1,028,887 ",1236,3,2,0,Y,2,1960,,
40865206,20,3700,"$988,888 ","$988,888 ",1107,3,2,0,Y,2,1958,,
40861280,0,3700,"$988,888 ","$975,000 ",1963,4,2,,Y,2,1960,,
40941509,8,3700,"$988,888 ","$1,180,000 ",1168,3,2,0,Y,2,1955,,
40944743,6,3700,"$988,888 ","$1,320,000 ",1148,3,2,0,Y,2,1958,,
ML81745856,1,3700,"$988,888 ","$1,062,500 ",1114,4,2,,,0,1954,,
ML81842972,10,3700,"$988,888 ","$1,175,000 ",1008,3,1,,Y,2,1958,,
40904913,11,3700,"$989,000 ","$991,000 ",1369,3,2,0,Y,2,1962,44,M
40925563,4,3700,"$989,000 ","$1,105,000 ",1232,3,2,0,N,0,1966,,
40967334,6,3700,"$989,000 ","$1,100,000 ",1300,2,2,0,Y,2,1965,59,M
40918097,8,3700,"$989,000 ","$1,100,000 ",1232,3,2,0,Y,2,1966,,
40857449,12,3700,"$989,000 ","$1,010,000 ",1550,3,2,,Y,2,1958,,
ML81740538,41,3700,"$989,000 ","$969,000 ",1395,3,2,,Y,2,1958,,
40911412,8,3700,"$989,000 ","$1,100,000 ",1373,3,2,,Y,2,1958,,
40962247,5,3700,"$989,000 ","$1,201,000 ",996,3,2,,Y,2,1960,,
40873091,1,3700,"$989,800 ","$1,020,000 ",1387,4,2,,Y,2,1967,,
ML81731754,41,3700,"$989,950 ","$975,000 ",1341,3,2,,Y,2,1961,150,A
40876624,12,3700,"$989,950 ","$995,000 ",1409,4,2,0,Y,2,1978,,
40846581,41,3700,"$989,950 ","$975,000 ",1341,3,2,0,Y,2,1961,150,A
BA321030005,24,3700,"$989,999 ","$1,020,000 ",1154,3,2,0,,2,1955,,
40862638,31,3700,"$989,999 ","$970,900 ",1583,4,2,0,Y,2,1971,,
40956713,8,3700,"$990,000 ","$1,005,000 ",1689,3,2,1,Y,2,1989,155,M
40958906,5,3700,"$990,000 ","$1,075,000 ",1036,3,1,0,Y,2,1960,,
40914509,14,3700,"$990,000 ","$1,027,000 ",1075,3,2,,Y,2,1958,,
40942645,14,3700,"$990,000 ","$1,000,000 ",950,3,2,0,Y,1,1955,,
40935681,8,3700,"$990,000 ","$1,250,000 ",1316,3,1,1,Y,2,1955,,
40895605,6,3700,"$990,000 ","$1,200,000 ",1762,3,2,1,Y,2,1961,180,A
40862333,15,3700,"$990,000 ","$1,030,000 ",1494,4,2,0,Y,2,1968,,
40856720,14,3700,"$990,500 ","$1,160,000 ",1830,4,2,0,Y,2,1971,,
40847198,46,3700,"$991,111 ","$1,065,000 ",1831,4,2,,Y,2,1969,,
40908480,1,3700,"$994,900 ","$1,044,000 ",1120,3,2,0,Y,2,1955,,
ME20080235,4,3700,"$995,000 ","$1,050,000 ",1475,3,2,0,,2,1962,,
40893089,75,3700,"$995,000 ","$1,170,000 ",1790,3,2,0,Y,2,1972,,
40898034,4,3700,"$995,000 ","$1,030,005 ",1262,3,2,0,Y,2,1961,,
40913386,13,3700,"$995,000 ","$1,070,000 ",1522,3,2,,Y,2,1956,,
40861841,6,3700,"$995,000 ","$1,130,000 ",1306,3,2,0,Y,2,1967,,
40859191,2,3700,"$995,000 ","$1,150,000 ",1380,3,2,0,Y,2,1964,,
40929630,0,3700,"$995,000 ","$995,000 ",1268,3,2,0,Y,2,1978,,
ML81760243,25,3700,"$995,000 ","$975,000 ",1399,3,2,,Y,1,1951,,
40923325,2,3700,"$995,000 ","$1,065,000 ",1151,3,2,0,Y,2,1958,,
ML81851272,13,3700,"$995,000 ","$1,010,000 ",1152,3,2,,Y,2,1960,,
40944317,15,3700,"$995,000 ","$1,150,000 ",1148,3,2,0,Y,2,1959,,
40854261,42,3700,"$995,880 ","$950,000 ",1712,3,2,2,Y,2,2014,132,M
40966473,8,3700,"$997,000 ","$1,100,000 ",1452,3,2,0,Y,2,1963,,
40859198,7,3700,"$997,300 ","$1,180,000 ",1581,3,2,,Y,2,1962,,
40877585,35,3700,"$997,900 ","$955,000 ",1730,4,2,0,Y,2,1971,,
ME19056424,35,3700,"$997,900 ","$955,000 ",1730,4,2,0,,2,1971,,
ML81844853,5,3700,"$998,000 ","$1,200,888 ",1078,3,2,,,0,1963,,
SF421571799,13,3700,"$998,000 ","$1,218,000 ",1373,3,2,1,,0,1986,,
ML81855991,11,3700,"$998,000 ","$1,065,000 ",1232,3,2,,,0,1961,,
40929685,7,3700,"$998,000 ","$1,190,000 ",1406,3,2,0,Y,2,1962,,
40949008,8,3700,"$998,000 ","$1,115,000 ",1241,3,1,0,Y,1,1912,,
40935462,16,3700,"$998,000 ","$1,170,000 ",1835,4,2,,Y,2,1959,,
40878273,21,3700,"$998,000 ","$960,000 ",1262,3,2,0,Y,2,1962,,
40951375,0,3700,"$998,000 ","$990,000 ",1120,3,2,0,Y,2,1955,,
40962079,6,3700,"$998,000 ","$1,278,000 ",1131,3,2,0,Y,2,1963,,
40877420,75,3700,"$998,000 ","$970,000 ",2093,4,3,1,Y,2,2013,132,M
ML81847214,7,3700,"$998,000 ","$1,216,200 ",1131,3,2,,Y,2,1963,,
40884563,51,3700,"$998,000 ","$950,000 ",1734,4,3,0,Y,1,1958,,
ML81853813,7,3700,"$998,000 ","$1,180,000 ",1078,3,2,,Y,1,1963,,
40881695,15,3700,"$998,000 ","$1,197,000 ",1400,4,2,0,Y,2,1970,,
ML81782184,8,3700,"$998,000 ","$1,100,000 ",1324,4,2,,Y,2,1961,,
40885298,14,3700,"$998,000 ","$1,035,000 ",1423,3,3,0,Y,2,1988,85,M
40923551,7,3700,"$998,000 ","$1,098,000 ",1620,3,2,0,Y,2,1964,,
40882445,3,3700,"$998,500 ","$1,050,000 ",1584,4,2,,Y,2,1960,150,A
40932142,6,3700,"$998,750 ","$1,200,888 ",1314,4,2,0,Y,2,1960,,
40894410,11,3700,"$998,800 ","$1,050,000 ",1390,3,2,0,Y,2,1967,,
40869202,10,3700,"$998,800 ","$1,065,000 ",1372,3,2,0,Y,2,1972,,
40963676,13,3700,"$998,800 ","$1,125,000 ",1333,3,2,0,Y,2,1953,,
40841025,63,3700,"$998,800 ","$949,000 ",2314,4,3,0,Y,2,1960,,
40937131,5,3700,"$998,800 ","$1,285,000 ",1368,3,2,0,Y,2,1959,,
40912372,9,3700,"$998,800 ","$1,115,000 ",1588,4,2,0,Y,2,1964,18,M
40862464,11,3700,"$998,800 ","$1,040,000 ",1701,4,2,1,Y,2,1963,,
ML81755770,9,3700,"$998,800 ","$1,065,000 ",1372,3,2,,Y,2,1972,,
40893358,18,3700,"$998,800 ","$980,000 ",1347,4,2,0,Y,2,1962,,
40862847,3,3700,"$998,888 ","$1,060,000 ",1290,3,2,,Y,2,1968,,
40917426,8,3700,"$998,888 ","$980,000 ",1586,4,3,,Y,2,1960,216,A
40885024,11,3700,"$998,888 ","$1,085,000 ",1290,3,2,,Y,2,1968,,
40888772,21,3700,"$998,888 ","$950,000 ",1320,3,2,0,Y,2,1960,175,A
40944660,5,3700,"$998,888 ","$1,045,000 ",1576,3,2,0,Y,2,1954,,
40859553,12,3700,"$998,888 ","$1,100,000 ",1922,4,3,1,Y,2,2009,121,M
40904816,19,3700,"$998,888 ","$955,000 ",1833,3,2,,N,0,1958,,
40865255,7,3700,"$998,888 ","$1,071,888 ",1118,3,2,0,Y,2,1959,,
40871822,9,3700,"$998,888 ","$1,003,180 ",1656,4,2,0,Y,2,1964,,
ML81806860,8,3700,"$998,888 ","$980,000 ",1586,4,3,,Y,2,1960,216,A
40858486,6,3700,"$998,888 ","$1,100,000 ",1480,3,2,0,Y,2,1973,,
ML81775195,21,3700,"$998,888 ","$950,000 ",1320,3,2,,Y,2,1960,180,A
40964435,0,3700,"$998,888 ","$1,267,000 ",1390,3,2,0,Y,2,1969,,
40902689,7,3700,"$998,950 ","$1,010,000 ",1375,3,2,0,Y,2,1978,,
ME20065440,6,3700,"$999,000 ","$990,000 ",1324,3,2,0,,2,1954,,
40852504,9,3700,"$999,000 ","$1,010,000 ",1995,4,3,0,Y,2,1960,,
40927413,6,3700,"$999,000 ","$990,000 ",1324,3,2,,Y,2,1954,,
40879392,42,3700,"$999,000 ","$985,000 ",1198,3,2,,Y,2,1959,,
40961848,27,3700,"$999,000 ","$1,090,000 ",1079,3,1,0,N,2,1953,,
ML81747800,75,3700,"$999,000 ","$957,000 ",2093,4,3,1,Y,2,2013,132,M
40878330,19,3700,"$999,000 ","$1,102,000 ",1000,3,1,0,Y,2,1962,,
40869165,32,3700,"$999,000 ","$957,000 ",2093,4,3,1,Y,2,2013,132,M
SF486720,12,3700,"$999,000 ","$957,000 ",2093,4,3,1,,0,2013,132,M
40900580,11,3700,"$999,000 ","$1,040,000 ",1476,3,2,,Y,2,1973,,
40874534,8,3700,"$999,000 ","$960,000 ",1632,4,3,0,Y,2,1980,,
40882429,10,3700,"$999,000 ","$1,020,000 ",1324,4,2,,Y,2,1963,,
40908434,48,3700,"$999,000 ","$990,000 ",1080,3,2,0,Y,2,1958,,
40885985,15,3700,"$999,000 ","$981,000 ",1736,4,2,0,Y,2,1962,,
40877470,12,3700,"$999,000 ","$995,000 ",1452,3,2,0,Y,1,1947,,
40888267,13,3700,"$999,000 ","$999,000 ",1523,3,2,0,Y,2,1954,,
SF502052,8,3700,"$999,000 ","$1,127,000 ",1390,4,2,1,,0,1959,216,A
40913404,8,3700,"$999,000 ","$1,127,000 ",1390,4,2,1,Y,2,1959,216,A
40921995,6,3700,"$999,000 ","$1,060,000 ",1217,3,2,0,Y,2,1960,,
40892238,17,3700,"$999,000 ","$1,302,000 ",1114,4,2,0,N,1,1954,,
40931330,24,3700,"$999,000 ","$1,000,000 ",1350,3,2,0,Y,2,1955,,
40949376,8,3700,"$999,000 ","$1,250,000 ",1889,5,2,0,N,2,1959,,
40846148,27,3700,"$999,000 ","$990,000 ",1712,3,2,1,Y,2,2014,132,M
40922283,1,3700,"$999,000 ","$1,044,000 ",1903,5,3,0,Y,2,1967,,
ML81797260,5,3700,"$999,000 ","$1,055,000 ",1577,4,2,,Y,2,1966,,
40856724,26,3700,"$999,000 ","$990,000 ",1712,3,2,1,Y,2,2013,132,M
ML81856363,32,3700,"$999,000 ","$1,020,000 ",1555,3,2,1,Y,2,1985,220,M
ML81749528,65,3700,"$999,000 ","$1,016,000 ",1486,4,2,,Y,2,1961,,
40868543,14,3700,"$999,000 ","$1,200,000 ",2326,5,3,0,Y,2,1965,,
40901708,4,3700,"$999,000 ","$975,000 ",1010,3,2,0,Y,2,1959,,
ML81768788,10,3700,"$999,000 ","$1,020,000 ",1324,4,2,,Y,2,1963,,
ML81765809,38,3700,"$999,000 ","$985,000 ",1198,3,2,,Y,2,1959,,
40936966,7,3700,"$999,500 ","$1,200,000 ",1151,3,2,0,Y,2,1959,,
ML81784506,5,3700,"$999,500 ","$1,210,000 ",1010,2,2,,Y,2,1970,,
40861368,35,3700,"$999,500 ","$985,000 ",1447,3,2,0,Y,2,1959,,
40861855,10,3700,"$999,800 ","$1,000,000 ",1688,3,3,0,Y,2,1951,,
40897761,9,3700,"$999,800 ","$1,130,000 ",1248,3,2,0,Y,2,1961,44,M
40937888,7,3700,"$999,800 ","$1,065,000 ",1114,3,2,,Y,2,1996,43,M
40890745,10,3700,"$999,800 ","$1,080,000 ",1298,2,2,0,Y,2,1972,435,A
40880065,28,3700,"$999,800 ","$960,000 ",1314,4,2,0,Y,2,1960,,
ML81844477,8,3700,"$999,800 ","$1,220,000 ",1151,3,2,,Y,2,1958,,
40860960,10,3700,"$999,800 ","$1,058,000 ",1202,3,2,0,Y,2,1959,,
40848532,7,3700,"$999,800 ","$1,000,000 ",1494,4,2,0,Y,2,1963,,
40876938,10,3700,"$999,800 ","$950,000 ",1619,4,2,0,Y,2,1963,,
40881986,6,3700,"$999,850 ","$1,090,000 ",1329,3,2,1,Y,2,1953,180,A
40965737,18,3700,"$999,880 ","$1,170,000 ",1251,3,2,0,Y,2,1959,,
ML81833786,17,3700,"$999,880 ","$999,880 ",1961,5,2,,Y,2,1961,,
40880740,29,3700,"$999,888 ","$960,000 ",1234,4,2,,Y,2,1976,,
40910660,12,3700,"$999,888 ","$1,020,000 ",1242,3,2,0,Y,2,1964,,
40898614,14,3700,"$999,888 ","$1,180,000 ",1612,3,2,0,Y,2,1967,,
40919795,8,3700,"$999,888 ","$1,095,000 ",1134,3,2,0,Y,2,1963,,
40883686,7,3700,"$999,888 ","$1,035,000 ",1675,4,2,0,Y,2,1955,,
40910939,18,3700,"$999,888 ","$950,000 ",1296,3,2,0,Y,2,1960,,
40879136,9,3700,"$999,888 ","$1,130,000 ",1573,3,2,,Y,2,1962,,
40949701,21,3700,"$999,888 ","$1,125,000 ",1067,3,2,,Y,2,1962,,
40922813,2,3700,"$999,888 ","$1,135,000 ",1256,3,2,0,Y,2,1964,,
40850873,14,3700,"$999,888 ","$980,000 ",1362,3,3,,Y,2,1955,,
ML81767130,29,3700,"$999,888 ","$960,000 ",1234,4,2,,Y,2,1976,,
ML81829694,4,3700,"$999,888 ","$1,150,000 ",1712,3,2,2,Y,2,2014,149,M
40913639,11,3700,"$999,888 ","$1,030,000 ",1240,3,2,0,Y,2,1965,,
ML81797228,14,3700,"$999,900 ","$990,000 ",1414,3,3,,Y,2,1952,,
40946384,6,3700,"$999,900 ","$1,117,500 ",1154,3,2,0,Y,2,1956,,
40902876,64,3700,"$999,900 ","$990,000 ",1414,3,3,0,Y,2,1952,,
40965610,7,3700,"$999,900 ","$1,320,000 ",1864,4,3,0,Y,2,1963,,
40960507,8,3700,"$999,900 ","$1,202,344 ",1148,3,2,0,Y,2,1959,,
40864923,12,3700,"$999,900 ","$960,000 ",1767,4,2,0,Y,2,1962,,
40931656,29,3700,"$999,950 ","$995,000 ",1904,4,2,0,N,0,1954,,
40868558,12,3700,"$999,950 ","$990,000 ",1411,3,2,0,Y,2,1961,180,A
40937866,10,3700,"$999,950 ","$1,100,000 ",1540,4,3,0,Y,2,1954,,
40959724,7,3700,"$999,950 ","$1,100,000 ",1413,3,2,0,Y,2,1978,350,A
ML81770297,11,3700,"$999,988 ","$1,020,000 ",1409,4,2,,Y,2,1976,,
40847633,9,3700,"$999,995 ","$985,000 ",1187,3,2,0,Y,2,1984,,
40923761,9,3700,"$999,998 ","$1,200,000 ",1323,3,3,0,Y,2,1952,,
40939975,4,3700,"$999,999 ","$1,320,088 ",1595,4,3,,Y,1,1955,,
40851200,23,3700,"$999,999 ","$970,000 ",1494,4,2,0,Y,2,1970,,
40846392,18,3700,"$999,999 ","$1,015,101 ",1515,4,2,0,Y,2,1958,,
40853491,14,3700,"$999,999 ","$1,150,000 ",1389,3,2,0,Y,2,1972,475,A
40900002,46,3700,"$999,999 ","$975,000 ",1450,4,2,0,Y,2,1964,,
ME19005016,22,3700,"$999,999 ","$970,000 ",1494,4,2,0,,2,1970,,
40952596,4,3700,"$999,999 ","$1,301,000 ",1452,3,2,0,Y,2,1962,,
40946833,6,3700,"$999,999 ","$1,101,000 ",1092,3,2,0,Y,2,1959,,
40851667,86,3700,"$999,999 ","$1,005,000 ",1169,3,2,0,Y,2,1955,,
40910493,0,3700,"$999,999 ","$1,070,000 ",1346,3,2,0,Y,2,1975,,
40896753,9,3700,"$999,999 ","$1,257,121 ",1474,3,2,,Y,2,1976,,
40874350,10,3700,"$999,999 ","$1,090,000 ",1496,4,2,0,Y,2,1959,,
40937284,12,3700,"$999,999 ","$1,330,000 ",1200,3,2,,Y,2,1961,,
40850468,13,3700,"$999,999 ","$1,350,000 ",1536,3,2,0,Y,2,1965,,
ML81762240,76,3700,"$999,999 ","$1,000,000 ",1581,4,2,,Y,2,1963,,
40954001,5,3700,"$999,999 ","$1,275,000 ",1452,3,2,0,Y,2,1962,,
40887631,7,3700,"$999,999 ","$1,058,000 ",1600,4,2,1,Y,2,1989,,
40932815,11,3700,"$1,000,000 ","$1,188,888 ",1314,3,2,0,Y,2,1960,,
40857170,10,3700,"$1,000,000 ","$1,100,000 ",1535,3,2,,Y,2,1962,,
40890104,16,3700,"$1,000,000 ","$1,000,000 ",1476,4,2,0,Y,2,1973,,
40937042,9,3700,"$1,000,000 ","$1,010,000 ",1166,3,2,,N,0,1953,,
40938461,0,3700,"$1,000,000 ","$1,000,000 ",1118,3,2,0,Y,2,1959,,
ME221005126,19,3700,"$1,000,000 ","$1,140,000 ",1475,3,2,0,,2,1962,,
40892604,0,3700,"$1,000,000 ","$1,000,000 ",1080,3,2,0,Y,2,1958,,
40869041,56,3700,"$1,000,000 ","$1,000,000 ",1520,3,2,,Y,2,1961,,
40868005,18,3700,"$1,000,000 ","$1,000,000 ",1080,3,2,0,Y,2,1961,,
40907120,0,3700,"$1,000,000 ","$1,010,000 ",1008,3,1,,Y,2,1953,,
40924843,8,3700,"$1,000,000 ","$1,130,000 ",1407,3,2,0,Y,2,1955,,
40859684,7,3700,"$1,000,000 ","$1,015,000 ",1339,4,2,0,Y,2,1954,,
40845970,36,3700,"$1,000,000 ","$980,000 ",1909,4,2,,Y,2,1963,,
40853897,7,3700,"$1,000,000 ","$1,175,000 ",1796,3,2,0,Y,2,1978,,
40915929,6,3700,"$1,000,000 ","$950,000 ",1229,3,2,0,Y,2,1956,201,A
40868604,9,3700,"$1,000,000 ","$1,080,000 ",1104,3,2,,Y,2,1956,,
ML81742784,11,3700,"$1,000,000 ","$1,100,000 ",1535,3,2,,Y,2,1962,,
40852829,12,3700,"$1,000,000 ","$1,020,000 ",2028,3,2,0,Y,2,1956,175,A
40931715,6,3700,"$1,000,000 ","$1,170,000 ",2095,4,3,1,Y,2,2014,132,M
40878973,7,3700,"$1,000,000 ","$1,050,000 ",2319,4,3,0,Y,2,1968,,
40864507,84,3700,"$1,000,000 ","$1,335,000 ",2774,5,4,,Y,2,1962,,
40919967,8,3700,"$1,000,000 ","$1,150,100 ",1612,4,2,0,Y,2,1960,,
40848814,14,3700,"$1,000,050 ","$1,232,000 ",1942,4,2,0,Y,2,1973,,
40935972,16,3700,"$1,005,000 ","$1,005,000 ",1589,4,1,0,Y,2,1930,,
40848104,17,3700,"$1,009,888 ","$975,000 ",1249,3,2,0,Y,2,1963,,
40897736,9,3700,"$1,015,000 ","$1,045,000 ",1296,3,2,0,Y,2,1961,,
40849481,16,3700,"$1,015,000 ","$980,000 ",1644,3,2,2,Y,2,2014,132,M
40912470,7,3700,"$1,019,000 ","$1,127,000 ",1601,3,2,0,Y,2,1962,,
40929607,3,3700,"$1,019,000 ","$1,019,000 ",1545,3,3,1,Y,2,2010,0,M
40856598,10,3700,"$1,020,000 ","$1,090,000 ",1624,4,2,0,Y,2,1963,,
ML81761341,53,3700,"$1,020,000 ","$980,000 ",1416,3,2,1,Y,2,1989,,
40892517,9,3700,"$1,025,000 ","$1,035,000 ",1290,3,2,,Y,2,1968,,
40927263,6,3700,"$1,025,000 ","$1,130,000 ",1538,3,3,,Y,2,1957,,
40859265,8,3700,"$1,025,000 ","$988,000 ",1762,3,1,1,Y,2,1948,,
40907408,36,3700,"$1,025,000 ","$1,060,000 ",1736,4,2,0,Y,2,1962,,
ML81841435,7,3700,"$1,025,000 ","$1,080,000 ",1148,3,2,,Y,2,1971,,
ML81808093,12,3700,"$1,025,000 ","$1,050,000 ",1328,3,2,,Y,1,1961,,
40946114,6,3700,"$1,028,000 ","$1,200,000 ",1325,3,2,0,Y,2,1976,,
40902262,8,3700,"$1,028,000 ","$1,010,000 ",1000,3,1,1,Y,2,1963,,
ML81789963,11,3700,"$1,028,000 ","$1,010,000 ",1000,3,1,1,Y,2,1963,,
40886934,25,3700,"$1,028,000 ","$1,044,220 ",1324,3,2,1,Y,2,1988,119,M
40918016,6,3700,"$1,028,800 ","$1,100,000 ",1592,3,2,0,Y,1,1948,,
40878841,9,3700,"$1,029,000 ","$1,055,000 ",1413,4,2,0,Y,2,1962,,
40858679,15,3700,"$1,029,000 ","$1,100,000 ",2260,4,3,0,Y,2,1960,,
40876678,11,3700,"$1,029,000 ","$1,080,000 ",1170,3,2,0,Y,2,1956,,
40885162,19,3700,"$1,029,000 ","$1,010,000 ",1669,3,2,1,Y,2,1999,101,M
ML81765074,9,3700,"$1,029,000 ","$1,055,000 ",1413,4,2,,Y,2,1962,,
40919444,0,3700,"$1,029,000 ","$1,029,000 ",1904,4,2,1,Y,2,1969,,
ML81773071,39,3700,"$1,029,800 ","$989,910 ",1698,4,2,,Y,2,1961,,
40886543,36,3700,"$1,029,800 ","$989,910 ",1698,4,2,,Y,2,1961,,
40867013,63,3700,"$1,029,800 ","$1,010,000 ",2093,4,3,1,Y,2,2013,132,M
40867250,31,3700,"$1,029,888 ","$990,000 ",1202,3,2,0,Y,2,1950,180,A
ML81745191,10,3700,"$1,029,950 ","$1,140,000 ",1244,3,2,,Y,2,1959,,
40859237,10,3700,"$1,029,950 ","$1,140,000 ",1244,3,2,0,Y,2,1959,,
40881856,85,3700,"$1,029,990 ","$1,010,000 ",1347,3,2,,Y,2,1962,,
40941537,8,3700,"$1,030,000 ","$1,360,000 ",1701,4,2,1,Y,2,1963,,
40877225,10,3700,"$1,034,999 ","$1,035,000 ",1291,3,2,,Y,2,1977,,
40911326,5,3700,"$1,035,000 ","$1,090,000 ",1413,3,2,,Y,2,1960,,
40890971,13,3700,"$1,035,888 ","$1,070,001 ",1324,3,2,1,Y,2,1988,119,M
40877474,19,3700,"$1,036,840 ","$1,021,000 ",1409,4,2,0,Y,2,1978,,
40872242,55,3700,"$1,038,000 ","$1,030,000 ",1424,3,2,,Y,2,1960,,
ML81804490,9,3700,"$1,038,800 ","$1,075,000 ",1551,4,2,,Y,2,1962,,
ML81787243,9,3700,"$1,039,000 ","$1,060,000 ",1314,4,2,,Y,2,1960,,
ML81783305,7,3700,"$1,039,950 ","$1,180,000 ",1347,3,2,,Y,2,1963,,
40896046,8,3700,"$1,039,950 ","$1,180,000 ",1347,3,2,0,Y,2,1963,,
40843891,78,3700,"$1,040,000 ","$1,040,000 ",1587,4,2,0,Y,2,1962,,
40859598,46,3700,"$1,045,000 ","$1,017,000 ",1152,3,2,0,Y,2,1961,,
40840903,46,3700,"$1,048,000 ","$1,000,000 ",1424,4,2,,Y,2,1961,,
40877399,4,3700,"$1,048,000 ","$1,020,000 ",1664,4,2,1,Y,2,1988,60,M
40880234,41,3700,"$1,048,000 ","$1,020,000 ",1579,3,2,0,Y,2,1971,,
40863296,8,3700,"$1,048,000 ","$1,100,000 ",1314,3,2,0,Y,2,1960,,
40853807,9,3700,"$1,048,000 ","$1,050,000 ",1422,3,2,1,Y,2,1994,,
40924080,15,3700,"$1,048,000 ","$1,075,000 ",1556,4,2,0,Y,2,1962,,
ML81763706,6,3700,"$1,048,000 ","$1,020,000 ",1664,4,2,1,,0,1988,60,M
40913611,14,3700,"$1,048,888 ","$1,070,000 ",1535,4,2,0,Y,2,1962,,
40858046,6,3700,"$1,048,888 ","$1,103,315 ",1314,3,2,0,Y,2,1960,,
40870411,32,3700,"$1,049,000 ","$1,071,000 ",1434,3,2,,Y,2,1958,,
SF486021,44,3700,"$1,049,000 ","$1,025,000 ",1428,3,2,0,,0,1958,,
40895468,5,3700,"$1,049,000 ","$1,321,000 ",1092,3,2,,Y,2,1961,,
40868928,45,3700,"$1,049,000 ","$1,025,000 ",1428,3,2,,Y,2,1958,,
40953094,7,3700,"$1,049,000 ","$1,000,000 ",1444,4,2,0,Y,2,1969,,
40855946,79,3700,"$1,049,000 ","$1,005,000 ",1114,3,2,0,Y,2,1996,39,M
40881943,9,3700,"$1,049,000 ","$1,125,000 ",1480,3,2,0,Y,2,1973,,
40949779,8,3700,"$1,049,000 ","$1,300,000 ",1148,3,2,0,Y,2,1959,,
40908404,18,3700,"$1,049,000 ","$1,049,000 ",1296,3,2,0,Y,2,1961,,
40918011,7,3700,"$1,049,000 ","$1,105,000 ",1230,2,2,,Y,2,1972,472,A
40947019,7,3700,"$1,049,000 ","$1,228,000 ",1278,3,2,,Y,2,1959,,
40906950,10,3700,"$1,049,000 ","$1,130,000 ",1589,3,2,1,Y,2,1989,,
ML81755143,6,3700,"$1,049,000 ","$1,150,000 ",1091,3,2,,Y,2,1980,,
ML81760408,14,3700,"$1,049,000 ","$1,030,000 ",1577,4,2,,Y,2,1962,,
ML81807601,6,3700,"$1,049,000 ","$1,105,000 ",1230,2,2,,Y,1,1972,472,A
ML81755836,17,3700,"$1,049,000 ","$1,071,000 ",1434,3,2,,Y,2,1958,,
ML81782651,5,3700,"$1,049,000 ","$1,321,000 ",1092,3,2,,Y,2,1961,,
