ID,DOM,Area,LP,SP,SqFt,BR,Bth,PB,Gar,GarSp,YrBlt,Lot SqFt,HOA Fee,Closing Date
40924562,11,3700,"$859,000 ","$905,000 ",1148,3,2,0,Y,2,1959,"5,992",,11/25/20
ML81819106,5,3700,"$898,000 ","$1,060,000 ",1232,3,2,,Y,2,1959,"6,600",,11/25/20
40925560,1,3700,"$950,000 ","$950,000 ",1376,3,2,0,Y,2,1960,"6,219",,11/25/20
40926789,5,3700,"$980,000 ","$1,060,000 ",1232,3,2,0,Y,2,1967,"6,552",,11/25/20
40926469,8,3700,"$1,198,000 ","$1,270,000 ",1416,3,2,0,Y,2,1986,"7,722",,11/25/20
ML81816720,8,3700,"$1,228,000 ","$1,375,888 ",1774,4,2,1,Y,2,1988,"4,550",119,11/25/20
40924046,21,3700,"$1,325,000 ","$1,288,800 ",1882,3,2,1,Y,2,2018,"2,924",158,11/25/20
40925047,10,3700,"$1,558,000 ","$1,680,000 ",2307,4,2,1,Y,2,1980,"8,478",,11/25/20
ML81815382,10,3700,"$1,558,000 ","$1,680,000 ",2307,4,2,1,Y,2,1980,"8,478",,11/25/20
40924012,10,3700,"$975,000 ","$1,000,111 ",1531,4,2,1,Y,2,1958,"6,000",,11/30/20
40925563,4,3700,"$989,000 ","$1,105,000 ",1232,3,2,0,N,0,1966,"5,916",,11/30/20
ML81817055,5,3700,"$1,099,000 ","$1,260,000 ",1624,3,2,,Y,2,1961,"5,400",,11/30/20
40925882,18,3700,"$1,699,950 ","$1,650,000 ",2192,3,2,1,Y,2,1951,"10,919",238,11/30/20
ML81816245,17,3700,"$1,699,950 ","$1,650,000 ",2192,3,2,1,Y,2,1951,"10,919",238,11/30/20
40924327,13,3700,"$799,900 ","$905,000 ",1324,4,2,0,Y,2,1962,"6,090",,12/1/20
40926095,5,3700,"$899,000 ","$1,077,025 ",1269,3,2,,Y,2,1963,"6,000",,12/1/20
40925478,15,3700,"$1,368,000 ","$1,260,188 ",1844,4,2,1,Y,2,1981,"5,246",,12/1/20
40926668,7,3700,"$2,029,000 ","$2,029,000 ",2994,4,2,1,Y,3,1987,"20,989",,12/1/20
ML81815408,6,3700,"$980,000 ","$1,055,000 ",1151,3,2,,Y,2,1958,"5,000",,12/2/20
40926091,10,3700,"$1,099,999 ","$1,160,000 ",1481,3,2,1,Y,2,1988,"4,757",119,12/2/20
40926262,9,3700,"$1,150,000 ","$1,289,000 ",2320,4,2,0,Y,2,1967,"8,279",,12/2/20
40924983,2,3700,"$1,175,000 ","$1,280,000 ",1630,4,2,0,Y,2,1965,"6,769",,12/2/20
40922837,23,3700,"$1,225,000 ","$1,240,000 ",1218,3,2,0,Y,2,1953,"5,859",,12/2/20
40925432,6,3700,"$859,000 ","$950,000 ",1056,3,2,0,Y,2,1960,"6,144",,12/3/20
ML81813273,29,3700,"$885,000 ","$885,000 ",1332,3,2,1,Y,2,1994,"2,634",133,12/3/20
40926446,12,3700,"$1,088,000 ","$1,210,000 ",1305,3,2,,Y,2,1970,"6,263",,12/3/20
ML81814431,8,3700,"$1,099,999 ","$1,241,000 ",1847,4,3,,Y,2,1961,"6,017",,12/3/20
40926788,7,3700,"$1,438,000 ","$1,533,000 ",1980,4,2,1,N,2,1972,"5,618",,12/3/20
40925433,27,3700,"$899,000 ","$890,000 ",1236,3,2,1,Y,2,1983,"2,840",,12/4/20
40924735,12,3700,"$1,099,000 ","$1,170,000 ",1475,3,2,0,Y,2,1978,"4,500",,12/4/20
40924916,11,3700,"$1,179,000 ","$1,180,000 ",1938,5,2,0,N,0,1962,"7,920",,12/4/20
40926371,8,3700,"$1,198,000 ","$1,290,000 ",1825,4,2,1,Y,2,1999,"3,826",50,12/4/20
ML81811804,7,3700,"$1,198,000 ","$1,290,000 ",1826,4,2,1,Y,2,1993,"3,826",150,12/4/20
40927569,7,3700,"$1,345,000 ","$1,475,000 ",1672,4,2,1,Y,2,1984,"5,600",,12/4/20
ML81818188,7,3700,"$1,345,000 ","$1,475,000 ",1672,4,2,1,Y,2,1984,"5,600",,12/4/20
40923029,11,3700,"$1,599,000 ","$1,630,000 ",2910,4,4,1,Y,3,1989,"6,000",,12/4/20
BA22027415,4,21101,"$1,350,888 ","$1,425,000 ",1942,4,2,0,,2,1972,"5,800",,12/5/20
40930574,0,3700,"$975,000 ","$975,000 ",1150,3,2,0,Y,2,1959,"6,000",,12/7/20
40922465,35,3700,"$1,050,000 ","$975,000 ",1248,3,2,,N,0,1964,"10,047",,12/7/20
40926974,6,3700,"$1,100,000 ","$1,260,000 ",1593,4,2,,Y,2,1964,"7,541",,12/7/20
ML81816476,13,3700,"$1,298,000 ","$1,285,000 ",1164,3,2,,Y,2,1964,"6,264",,12/7/20
40928294,4,3700,"$1,299,888 ","$1,492,000 ",2160,4,3,0,Y,2,1965,"7,132",,12/7/20
40926653,6,3700,"$1,399,950 ","$1,570,000 ",1770,3,2,0,Y,2,1977,"10,361",,12/7/20
ML81817106,6,3700,"$1,399,950 ","$1,570,000 ",1770,3,2,,Y,2,1977,"10,361",,12/7/20
ML81814836,7,3700,"$1,458,800 ","$1,620,000 ",2102,4,3,,Y,2,1990,"4,104",40,12/7/20
40924301,8,3700,"$1,458,800 ","$1,620,000 ",2102,4,3,0,Y,2,1990,"4,104",40,12/7/20
40916083,7,3700,"$2,038,000 ","$2,038,000 ",2662,4,3,1,Y,2,2020,"4,410",231,12/7/20
40922034,12,3700,"$2,178,000 ","$2,150,000 ",3010,4,3,1,Y,2,2020,"4,707",231,12/7/20
40929849,6,3700,"$849,999 ","$955,000 ",1156,3,2,0,Y,2,1960,"7,290",,12/8/20
ML81820928,5,3700,"$849,999 ","$955,000 ",1156,3,2,,Y,2,1960,"7,290",,12/8/20
SF508397,13,3700,"$1,200,000 ","$1,261,000 ",1727,5,3,0,,0,1964,"5,700",,12/8/20
40926261,13,3700,"$1,200,000 ","$1,261,000 ",1727,5,3,0,Y,2,1964,"5,700",,12/8/20
40927205,8,3700,"$1,429,950 ","$1,570,000 ",1522,3,2,0,Y,2,1978,"8,752",,12/8/20
40925464,17,3700,"$1,799,800 ","$1,810,000 ",3404,5,4,0,Y,2,1972,"10,025",,12/8/20
40917582,54,3700,"$2,188,000 ","$2,158,000 ",3013,4,3,1,Y,2,2020,"4,647",231,12/8/20
40927474,5,3700,"$918,000 ","$995,000 ",1000,3,1,0,Y,2,1958,"5,000",,12/9/20
ML81819347,1,3700,"$920,000 ","$938,000 ",1151,3,2,,Y,2,1959,"6,000",,12/9/20
40927263,6,3700,"$1,025,000 ","$1,130,000 ",1538,3,3,,Y,2,1957,"6,514",,12/9/20
40923469,11,3700,"$1,069,999 ","$1,070,000 ",1496,4,2,0,Y,2,1976,"5,844",,12/9/20
40926277,7,3700,"$1,300,000 ","$1,250,000 ",2348,5,2,0,Y,2,1976,"8,250",,12/9/20
40925016,10,3700,"$1,368,800 ","$1,325,000 ",2094,4,3,,Y,2,1870,"17,113",,12/9/20
40925905,10,3700,"$849,000 ","$925,000 ",984,3,1,0,Y,2,1951,"10,920",,12/10/20
40923425,7,3700,"$1,100,000 ","$1,175,000 ",1399,4,2,0,Y,2,1965,"5,800",,12/10/20
40926688,7,3700,"$1,249,800 ","$1,269,888 ",2160,4,4,0,Y,2,2012,"1,450",184,12/10/20
ML81815776,25,3700,"$1,448,888 ","$1,425,000 ",2100,4,2,1,Y,2,1980,"7,452",,12/10/20
40928157,5,3700,"$1,599,888 ","$1,674,000 ",2402,4,3,0,Y,2,1987,"6,915",,12/10/20
40915861,70,3700,"$3,849,000 ","$3,570,000 ",5685,5,5,1,Y,3,1991,"22,310",140,12/10/20
ML81818043,13,3500,"$898,000 ","$930,000 ",1136,3,2,,Y,2,1955,"6,195",,12/11/20
40929076,4,3700,"$749,000 ","$850,000 ",950,3,1,0,Y,1,1955,"6,445",,12/11/20
ME20065797,13,3700,"$898,000 ","$930,000 ",1136,0,0,0,,2,1955,"6,195",,12/11/20
40927405,7,3700,"$1,149,888 ","$1,260,000 ",1576,3,2,0,Y,2,1963,"6,380",40,12/11/20
40928110,7,3700,"$1,448,888 ","$1,650,000 ",2656,6,3,0,Y,2,1964,"9,234",,12/11/20
40915302,94,3700,"$1,999,888 ","$1,900,000 ",2867,4,4,1,Y,2,2016,"4,940",190,12/11/20
ML81812150,45,3500,"$1,298,800 ","$1,250,000 ",1908,4,3,,Y,2,1962,"6,500",,12/14/20
ME20065440,6,3700,"$999,000 ","$990,000 ",1324,3,2,0,,2,1954,"6,960",,12/14/20
40927413,6,3700,"$999,000 ","$990,000 ",1324,3,2,,Y,2,1954,"6,960",,12/14/20
40928815,8,3700,"$1,050,000 ","$1,180,000 ",1347,3,2,0,Y,2,1963,"7,215",,12/14/20
40921007,60,3700,"$1,498,000 ","$1,470,000 ",1821,3,2,0,Y,2,1971,"7,979",,12/14/20
ML81810829,61,3700,"$1,498,000 ","$1,470,000 ",1821,3,2,,Y,2,1971,"7,979",,12/14/20
40928420,7,3700,"$1,649,000 ","$1,695,000 ",1881,3,2,0,Y,2,1975,"7,150",,12/14/20
ML81816568,6,3700,"$1,999,950 ","$2,390,000 ",2608,4,3,,Y,3,1985,"20,072",,12/14/20
40926625,17,3700,"$979,950 ","$990,000 ",1056,3,2,0,Y,2,1958,"6,175",,12/15/20
ML81818830,6,3700,"$1,450,000 ","$1,630,000 ",2176,4,3,,Y,2,2016,"3,594",150,12/15/20
40927818,9,3700,"$1,949,800 ","$2,170,000 ",2566,4,3,0,Y,3,1975,"7,020",,12/15/20
ML81819865,7,3500,"$975,000 ","$1,172,000 ",1376,3,2,1,Y,2,1999,"2,277",115,12/16/20
ML81820152,6,3500,"$1,375,000 ","$1,500,000 ",2325,4,3,,Y,2,2010,"3,744",195,12/16/20
40923255,15,3700,"$837,738 ","$887,788 ",1385,2,2,0,Y,2,1922,"5,520",,12/16/20
40930346,0,3700,"$899,000 ","$920,000 ",1179,4,2,0,Y,1,1954,"5,000",,12/16/20
ME20062295,33,3700,"$1,075,888 ","$1,030,000 ",1291,3,2,0,,2,1977,"6,958",,12/16/20
40925172,28,3700,"$1,075,888 ","$1,030,000 ",1291,3,2,,Y,2,1977,"6,958",,12/16/20
40920364,53,3700,"$1,298,000 ","$1,250,000 ",1908,4,3,0,Y,2,1962,"6,500",,12/16/20
40929118,7,3700,"$1,375,000 ","$1,500,000 ",2325,4,3,0,Y,2,2010,"3,744",195,12/16/20
40927986,6,3700,"$1,158,000 ","$1,173,500 ",1376,3,2,0,Y,2,1976,"4,500",,12/17/20
40927065,15,3700,"$1,295,000 ","$1,445,000 ",1722,4,3,0,Y,2,1963,"6,231",,12/17/20
40930752,6,3700,"$1,400,000 ","$1,570,000 ",1869,4,2,0,Y,2,1962,"7,458",,12/17/20
40926427,7,3700,"$1,750,000 ","$1,925,000 ",2740,3,2,1,Y,3,1976,"11,544",,12/17/20
40928306,12,3700,"$2,899,800 ","$2,810,000 ",4311,4,3,1,Y,3,1993,"8,955",60,12/17/20
ML81821226,0,3700,"$950,000 ","$950,000 ",1312,3,2,,Y,2,1987,"5,220",,12/18/20
40927913,9,3700,"$988,800 ","$1,121,000 ",1314,3,2,0,Y,2,1960,"6,771",,12/18/20
ML81820549,2,3700,"$1,136,000 ","$1,300,000 ",1607,3,2,1,Y,2,1989,"2,700",90,12/18/20
ML81808792,14,3700,"$1,475,000 ","$1,502,000 ",2034,4,3,,Y,2,2015,"2,250",357,12/18/20
40926451,11,3700,"$1,480,888 ","$1,615,000 ",1770,4,2,0,Y,2,1960,"7,035",,12/18/20
SF509389,5,3700,"$1,599,888 ","$1,674,000 ",2402,4,3,0,,0,1987,"6,915",,12/18/20
SF510130,12,3700,"$1,988,000 ","$2,080,000 ",2625,4,3,0,,0,1984,"6,705",,12/18/20
40929698,7,3700,"$1,988,000 ","$2,080,000 ",2625,4,3,0,Y,2,1984,"6,705",,12/18/20
ML81822283,6,3700,"$2,500,000 ","$2,810,000 ",5000,3,3,,Y,2,1983,"22,411",,12/18/20
40931143,7,3700,"$2,500,000 ","$2,810,000 ",5000,3,3,0,Y,2,1983,"22,411",,12/18/20
40930486,3,3700,"$828,800 ","$860,000 ",1291,3,1,0,N,0,1955,"5,500",,12/20/20
40928825,8,3700,"$748,000 ","$860,000 ",1028,3,2,0,Y,1,1954,"7,260",,12/21/20
40928934,4,3700,"$829,950 ","$900,000 ",950,3,1,0,Y,1,1955,"5,500",,12/21/20
40926199,3,3700,"$1,098,880 ","$1,200,000 ",1420,3,2,,Y,2,1959,"6,671",,12/21/20
40929261,6,3700,"$1,150,000 ","$1,235,000 ",1588,5,3,,Y,2,1958,"7,590",,12/21/20
40926011,8,3700,"$1,195,000 ","$1,310,000 ",1527,3,2,1,Y,2,1988,"3,636",59,12/21/20
40929043,7,3700,"$1,599,000 ","$1,817,000 ",2303,5,3,0,Y,2,1978,"6,998",,12/21/20
40927439,11,3700,"$1,750,000 ","$1,808,000 ",3163,5,4,0,Y,2,2008,"7,426",,12/21/20
40929650,5,3700,"$1,165,000 ","$1,230,000 ",1581,4,2,0,Y,2,1963,"6,100",,12/22/20
ML81819989,6,3700,"$1,288,000 ","$1,300,000 ",1558,3,2,,Y,2,1963,"5,700",,12/22/20
40928988,6,3700,"$1,288,000 ","$1,300,000 ",1558,3,2,0,Y,2,1963,"5,700",,12/22/20
40924333,40,3700,"$1,299,888 ","$1,299,888 ",1356,3,2,,Y,2,1952,"5,100",,12/22/20
40930085,0,3700,"$1,850,000 ","$1,850,000 ",2535,5,3,0,Y,3,1991,"7,750",,12/22/20
40929505,8,3700,"$1,049,950 ","$1,260,000 ",1256,3,2,0,Y,2,1967,"5,841",,12/23/20
40929643,0,3700,"$2,898,000 ","$2,898,000 ",3300,5,5,0,Y,2,2020,"13,206",196,12/23/20
ML81818715,6,3500,"$1,090,000 ","$1,234,000 ",1412,3,2,,Y,2,1960,"8,536",,12/24/20
40931247,0,3700,"$760,000 ","$760,000 ",1166,3,2,0,Y,1,1953,"5,981",,12/24/20
40926412,55,3700,"$979,000 ","$1,000,000 ",1168,3,2,0,Y,2,1956,"6,083",,12/24/20
ML81820471,9,3700,"$1,049,000 ","$1,250,000 ",1836,4,3,,Y,2,1961,"6,500",,12/24/20
40928237,6,3700,"$1,090,000 ","$1,234,000 ",1412,3,2,0,Y,2,1960,"8,536",,12/24/20
40929565,7,3700,"$1,128,000 ","$1,286,000 ",1820,4,3,,Y,2,1958,"7,350",216,12/24/20
40930462,3,3700,"$1,475,000 ","$1,560,000 ",2520,4,2,0,Y,2,1985,"8,659",,12/24/20
40930441,7,3700,"$1,550,000 ","$1,802,000 ",2460,5,3,,Y,2,1969,"6,000",,12/24/20
40927355,25,3700,"$1,889,800 ","$1,930,000 ",2449,5,3,0,Y,2,1959,"9,348",,12/24/20
40916645,75,3700,"$1,850,000 ","$1,820,000 ",3346,5,4,1,Y,2,2006,"7,718",,12/28/20
40930015,12,3700,"$1,988,888 ","$2,175,888 ",2274,3,2,1,Y,3,1979,"10,889",,12/28/20
40929635,8,3700,"$825,000 ","$1,030,000 ",1423,3,2,0,Y,2,1949,"6,720",,12/29/20
40928421,23,3700,"$850,000 ","$880,000 ",964,3,2,0,Y,2,2009,0,100,12/29/20
40927673,18,3700,"$1,475,000 ","$1,465,000 ",1904,4,2,1,Y,2,1969,"6,384",,12/29/20
40929259,11,3700,"$1,049,900 ","$1,140,000 ",1583,4,2,0,Y,2,1970,"4,482",,12/30/20
ML81820973,5,3700,"$1,659,950 ","$1,830,000 ",2398,4,3,,Y,2,1955,"9,000",185,12/30/20
40929834,6,3700,"$1,659,950 ","$1,830,000 ",2398,4,3,0,Y,2,1955,"9,000",185,12/30/20
40927979,8,3700,"$1,200,000 ","$1,310,000 ",1083,3,2,0,Y,2,1956,"8,000",,12/31/20
40929775,11,3700,"$1,350,000 ","$1,340,000 ",1583,4,2,0,Y,2,1968,"5,220",,12/31/20
40930106,0,3700,"$1,749,888 ","$1,780,000 ",2244,4,2,1,Y,2,2005,"4,135",,12/31/20
40930814,5,3700,"$795,000 ","$840,000 ",966,2,1,0,Y,2,1939,"5,250",,1/4/21
40929685,7,3700,"$998,000 ","$1,190,000 ",1406,3,2,0,Y,2,1962,"6,771",,1/4/21
40925842,44,3700,"$1,129,000 ","$1,150,000 ",1496,4,2,0,Y,2,1976,"11,700",,1/4/21
40929034,11,3700,"$875,000 ","$940,000 ",1150,3,2,0,Y,2,1958,"6,000",,1/5/21
ML81821675,5,3700,"$1,068,000 ","$1,138,000 ",1579,3,2,,Y,2,1972,"7,488",,1/5/21
40928894,7,3700,"$1,328,000 ","$1,400,000 ",1650,3,2,0,Y,2,1962,"7,772",,1/5/21
40930067,12,3700,"$899,888 ","$1,001,000 ",1389,3,2,0,N,0,1900,"8,325",,1/6/21
40930062,10,3700,"$1,088,888 ","$1,289,000 ",1543,3,2,,Y,1,1953,"5,981",,1/6/21
40929539,13,3700,"$1,180,000 ","$1,250,000 ",1509,4,2,1,Y,2,1997,"2,704",90,1/6/21
40930577,4,3700,"$1,988,000 ","$2,370,000 ",2664,4,3,0,Y,2,1980,"14,879",,1/6/21
ML81792672,215,3700,"$2,259,000 ","$2,182,080 ",3743,4,4,1,Y,2,2019,"6,360",211,1/6/21
40927397,12,3700,"$1,069,000 ","$1,134,000 ",1736,4,2,0,Y,2,1962,"5,700",,1/7/21
ML81820714,9,3500,"$1,300,000 ","$1,300,000 ",4194,4,3,1,Y,3,1976,"11,389",,1/8/21
ML81822176,4,3700,"$899,999 ","$1,021,000 ",1302,4,2,,Y,2,1960,"5,400",,1/8/21
40930463,3,3700,"$1,150,000 ","$1,245,000 ",1728,4,3,0,Y,2,1966,"5,800",,1/8/21
40930498,9,3700,"$1,449,000 ","$1,428,000 ",1943,4,3,1,Y,2,2018,"1,283",150,1/10/21
ML81822345,6,3500,"$1,250,000 ","$1,440,000 ",1688,3,2,,Y,2,1971,"6,960",,1/11/21
40930527,5,3700,"$1,088,000 ","$1,220,000 ",1690,3,2,0,Y,2,1961,"5,723",,1/11/21
ML81819100,4,3700,"$1,100,000 ","$1,105,000 ",1400,4,2,,Y,2,1969,"5,800",,1/11/21
40930725,0,3700,"$1,100,000 ","$1,105,000 ",1400,4,2,,Y,2,1969,"5,800",,1/11/21
40931014,5,3700,"$1,199,950 ","$1,310,000 ",1164,3,2,0,Y,2,1963,"6,565",,1/11/21
ML81822212,5,3700,"$1,199,950 ","$1,310,000 ",1164,3,2,,Y,2,1963,"6,565",,1/11/21
40930609,6,3700,"$1,250,000 ","$1,440,000 ",1688,3,2,0,Y,2,1971,"6,960",,1/11/21
ML81822215,5,3500,"$1,098,800 ","$1,235,000 ",1564,3,2,,Y,2,1965,"5,485",,1/12/21
ML81821962,7,3500,"$1,150,000 ","$1,220,000 ",2000,4,3,,Y,2,2008,"1,840",125,1/12/21
ML81825480,0,3700,"$850,000 ","$850,000 ",1475,3,2,,Y,2,1962,"7,362",,1/12/21
ML81820273,14,3700,"$1,688,800 ","$1,680,000 ",3492,6,6,1,Y,2,2020,"7,567",,1/12/21
40929297,21,3700,"$1,949,888 ","$1,905,000 ",2676,4,3,1,Y,2,2016,"4,000",190,1/12/21
40931691,3,3700,"$1,099,999 ","$1,250,000 ",1347,3,2,0,Y,2,1962,"6,500",,1/13/21
40920306,5,3700,"$2,488,000 ","$2,488,000 ",3191,5,5,0,Y,2,2020,"5,517",217,1/13/21
40897350,287,3700,"$3,413,000 ","$3,150,000 ",4800,5,4,1,Y,5,1997,"32,330",327,1/13/21
ML81821362,17,3500,"$829,000 ","$840,000 ",1205,3,2,,,0,1951,"5,429",,1/14/21
40927984,36,3700,"$980,000 ","$960,000 ",1126,3,2,0,Y,2,1955,"5,000",,1/14/21
40929536,40,3700,"$1,050,000 ","$930,000 ",1716,3,2,0,Y,1,1959,"5,602",,1/14/21
ML81822061,1,3700,"$1,190,000 ","$1,200,000 ",1402,3,2,,Y,2,1962,"6,790",,1/14/21
40916423,105,3700,"$1,998,000 ","$1,980,000 ",2551,3,2,1,Y,1,1928,"6,075",232,1/14/21
ML81822078,14,3700,"$948,000 ","$1,065,000 ",1577,3,3,,Y,1,1950,"5,445",,1/15/21
40930835,17,3700,"$1,178,000 ","$1,152,000 ",1245,3,1,0,Y,1,1952,"5,500",,1/15/21
40930409,1,3700,"$1,188,888 ","$1,193,000 ",1674,5,3,0,Y,2,1960,"6,930",,1/15/21
40931007,10,3700,"$1,200,000 ","$1,245,000 ",1744,4,2,0,Y,2,1963,"9,328",,1/15/21
40931191,10,3700,"$1,279,000 ","$1,315,000 ",2240,4,2,1,Y,2,1995,"5,849",,1/15/21
ML81824194,9,3500,"$1,169,888 ","$1,352,000 ",1576,3,2,,Y,2,1968,"5,800",,1/20/21
ML81822692,10,3700,"$869,000 ","$915,000 ",1148,3,2,,Y,2,1959,"6,000",,1/20/21
40931715,6,3700,"$1,000,000 ","$1,170,000 ",2095,4,3,1,Y,2,2014,"1,730",132,1/20/21
40931738,7,3700,"$1,049,888 ","$1,185,000 ",1515,3,2,0,Y,2,1961,"8,265",,1/20/21
ML81822812,8,3700,"$1,080,000 ","$1,197,000 ",1655,2,2,1,Y,2,1991,"3,019",84,1/20/21
40930831,6,3700,"$1,425,000 ","$1,700,000 ",2084,4,3,0,Y,2,1954,"9,600",257,1/20/21
40931432,9,3700,"$1,700,000 ","$1,705,000 ",3000,5,3,0,Y,3,1969,"9,000",,1/20/21
40928371,34,3700,"$2,175,000 ","$2,112,500 ",3304,5,4,0,Y,3,1989,"5,896",,1/20/21
40924013,66,3700,"$2,888,000 ","$2,888,000 ",3565,4,4,1,Y,2,2020,"5,277",195,1/20/21
40930849,15,3700,"$955,000 ","$1,176,000 ",1483,3,2,,Y,2,1961,"5,626",,1/21/21
40931545,9,3700,"$1,099,000 ","$1,133,000 ",1312,3,2,0,Y,2,1986,"6,185",,1/21/21
40929594,7,3700,"$1,299,999 ","$1,470,000 ",2160,4,3,0,Y,2,1965,"10,539",,1/21/21
40931612,14,3700,"$1,450,000 ","$1,460,000 ",1425,3,2,0,Y,2,1961,"9,216",,1/21/21
40932153,7,3700,"$799,000 ","$880,000 ",950,3,1,0,Y,1,1955,"5,070",,1/22/21
SF511110,6,3700,"$799,000 ","$880,000 ",950,3,1,0,,0,1955,"5,070",,1/22/21
40930879,6,3700,"$925,000 ","$1,072,900 ",1249,3,2,0,Y,2,1963,"5,700",,1/22/21
40932123,8,3700,"$949,000 ","$1,020,000 ",1011,3,1,0,Y,1,1950,"11,600",,1/22/21
40929446,5,3700,"$950,000 ","$1,050,000 ",1144,3,2,0,Y,2,1955,"5,580",,1/22/21
40932096,7,3700,"$1,161,900 ","$1,312,000 ",1466,3,3,0,Y,2,1988,"3,454",81,1/22/21
40930845,7,3700,"$1,349,800 ","$1,421,000 ",1656,4,2,0,Y,2,1964,"6,867",,1/22/21
ML81827003,0,3700,"$1,650,000 ","$1,650,000 ",1973,4,3,,Y,2,2017,"4,500",150,1/22/21
40930055,22,3700,"$2,268,888 ","$2,170,000 ",3400,6,4,1,Y,3,2017,"5,940",150,1/22/21
40929103,8,3700,"$2,599,950 ","$2,475,000 ",2750,4,2,1,Y,2,1954,"37,956",,1/22/21
ML81827176,0,3500,"$1,660,000 ","$1,660,000 ",2103,3,2,1,Y,2,1959,"9,100",21,1/25/21
40931961,1,3700,"$975,000 ","$1,035,000 ",1260,4,2,0,Y,2,1959,"6,120",,1/25/21
40932815,11,3700,"$1,000,000 ","$1,188,888 ",1314,3,2,0,Y,2,1960,"6,400",,1/25/21
40928088,27,3700,"$1,299,000 ","$1,300,000 ",2320,4,3,,Y,2,1960,"6,050",,1/25/21
ML81820455,6,3700,"$1,549,000 ","$1,568,000 ",1890,5,3,,Y,2,1961,"6,000",,1/25/21
40935459,0,3700,"$1,560,000 ","$1,705,000 ",2692,4,3,0,Y,3,1988,"8,389",80,1/25/21
ML81819158,238,3700,"$2,280,000 ","$2,280,000 ",3313,5,3,1,Y,2,2020,"6,415",210,1/25/21
ML81823409,12,3500,"$1,199,000 ","$1,320,000 ",1871,4,2,1,Y,2,1978,"5,499",,1/26/21
40931214,15,3700,"$979,000 ","$1,040,000 ",1148,3,2,0,Y,2,1957,"5,300",,1/26/21
40928658,7,3700,"$980,000 ","$1,020,000 ",1460,3,2,,Y,2,1970,"1,460",,1/26/21
40931389,7,3700,"$1,250,000 ","$1,295,000 ",2328,4,3,0,Y,2,1965,"9,376",,1/26/21
40922284,86,3700,"$1,268,888 ","$1,210,000 ",1306,2,2,,Y,2,1972,"3,984",486,1/26/21
ML81823163,4,3700,"$1,298,880 ","$1,480,000 ",1782,4,2,1,Y,2,1991,"3,600",40,1/26/21
40931559,9,3700,"$1,298,880 ","$1,480,000 ",1782,4,2,1,Y,2,1991,"3,600",40,1/26/21
ML81823299,1,3700,"$1,698,000 ","$1,960,000 ",2003,4,2,1,Y,2,1975,"7,936",,1/26/21
40931946,2,3700,"$1,698,000 ","$1,960,000 ",2003,4,2,1,Y,2,1975,"7,936",,1/26/21
40933369,6,3700,"$1,749,000 ","$1,900,000 ",2682,5,3,0,Y,2,1986,"5,622",,1/26/21
40932534,8,3700,"$875,000 ","$990,000 ",1064,3,1,,Y,0,1961,"6,325",,1/27/21
ML81821931,6,3700,"$1,335,000 ","$1,475,000 ",1633,4,2,,Y,2,1977,"4,742",,1/27/21
40930638,8,3700,"$2,998,000 ","$3,575,000 ",3712,5,4,1,Y,4,1999,"21,210",327,1/27/21
40931097,40,3700,"$3,988,888 ","$3,649,000 ",3351,4,3,1,Y,3,1996,"223,063",90,1/27/21
40931330,24,3700,"$999,000 ","$1,000,000 ",1350,3,2,0,Y,2,1955,"5,700",,1/28/21
40931665,7,3700,"$1,699,000 ","$1,880,000 ",2610,5,3,0,Y,2,1987,"5,300",,1/28/21
40928695,21,3700,"$2,395,000 ","$2,100,000 ",4834,7,6,1,Y,2,2005,"15,950",,1/28/21
40922945,78,3700,"$2,999,888 ","$2,950,000 ",5456,6,5,1,Y,3,2013,"8,966",216,1/28/21
ML81811050,91,3700,"$2,999,888 ","$2,950,000 ",5456,6,5,1,Y,3,2013,"8,966",216,1/28/21
ML81812769,72,3700,"$3,499,000 ","$3,225,000 ",4838,6,4,1,Y,3,1995,"15,238",200,1/28/21
ML81827594,0,3500,"$1,200,000 ","$1,250,000 ",1763,3,2,1,Y,2,1955,"9,420",216,1/29/21
40932142,6,3700,"$998,750 ","$1,200,888 ",1314,4,2,0,Y,2,1960,"6,200",,1/29/21
40932420,5,3700,"$1,395,000 ","$1,410,000 ",2492,4,2,1,Y,2,1994,"5,096",,1/29/21
ME221000587,16,3700,"$1,800,000 ","$1,714,000 ",1962,4,2,0,,2,1961,"8,174",,1/29/21
ML81824677,0,3700,"$1,950,000 ","$2,025,000 ",2701,4,2,2,Y,2,1974,"10,710",,1/29/21
ML81819078,10,3700,"$1,090,000 ","$1,050,000 ",1724,4,2,1,Y,2,1993,"3,514",110,2/1/21
40932558,8,3700,"$1,225,000 ","$1,380,000 ",1195,3,2,0,Y,2,1964,"6,600",,2/1/21
40931696,18,3700,"$1,269,950 ","$1,190,000 ",1324,5,4,0,N,0,1954,"6,960",,2/1/21
40934163,8,3700,"$2,188,888 ","$2,300,000 ",2755,4,2,1,Y,2,1999,"9,079",,2/1/21
40931222,22,3700,"$959,000 ","$960,000 ",1148,3,2,0,Y,2,1957,"5,600",,2/2/21
ML81828224,0,3700,"$1,200,000 ","$1,220,000 ",1672,4,2,,Y,2,1960,"7,200",,2/2/21
40932043,9,3700,"$1,279,000 ","$1,431,000 ",1895,4,2,0,Y,2,1963,"7,171",,2/2/21
40932783,0,3700,"$1,475,000 ","$1,570,000 ",2055,4,3,1,Y,2,2014,"3,080",150,2/2/21
